Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Fertility Rate by Education"
"Number of births occurring to women in a particular age group by level of education attainment during a five-year period divided by the number of women in that age group. Available in all scenarios, and at all geographical scales. It is expressed in births per 1,000 women."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Education","Rate"
"SSP1","Zambia","2025-2030","40--44","Upper Secondary",40
"SSP1","Zambia","2030-2035","40--44","Upper Secondary",32
"SSP1","Zambia","2035-2040","40--44","Upper Secondary",26
"SSP1","Zambia","2040-2045","40--44","Upper Secondary",23
"SSP1","Zambia","2045-2050","40--44","Upper Secondary",20
"SSP1","Zambia","2050-2055","40--44","Upper Secondary",17
"SSP1","Zambia","2055-2060","40--44","Upper Secondary",15
"SSP1","Zambia","2060-2065","40--44","Upper Secondary",14
"SSP1","Zambia","2065-2070","40--44","Upper Secondary",12
"SSP1","Zambia","2075-2080","40--44","Upper Secondary",10
"SSP1","Zambia","2015-2020","45--49","Upper Secondary",11
"SSP1","Zambia","2020-2025","45--49","Upper Secondary",11
"SSP1","Zambia","2025-2030","45--49","Upper Secondary",10
"SSP1","Zambia","2030-2035","45--49","Upper Secondary",6
"SSP1","Zambia","2035-2040","45--49","Upper Secondary",5
"SSP1","Zambia","2040-2045","45--49","Upper Secondary",4
"SSP1","Zambia","2045-2050","45--49","Upper Secondary",3
"SSP1","Zambia","2050-2055","45--49","Upper Secondary",3
"SSP1","Zambia","2055-2060","45--49","Upper Secondary",2
"SSP1","Zambia","2060-2065","45--49","Upper Secondary",2
"SSP1","Zambia","2065-2070","45--49","Upper Secondary",2
"SSP1","Zambia","2075-2080","45--49","Upper Secondary",0
"SSP1","Zambia","2015-2020","15--19","Post Secondary",0
"SSP1","Zambia","2020-2025","15--19","Post Secondary",0
"SSP1","Zambia","2025-2030","15--19","Post Secondary",0
"SSP1","Zambia","2030-2035","15--19","Post Secondary",0
"SSP1","Zambia","2035-2040","15--19","Post Secondary",0
"SSP1","Zambia","2040-2045","15--19","Post Secondary",0
"SSP1","Zambia","2045-2050","15--19","Post Secondary",0
"SSP1","Zambia","2050-2055","15--19","Post Secondary",0
"SSP1","Zambia","2055-2060","15--19","Post Secondary",0
"SSP1","Zambia","2060-2065","15--19","Post Secondary",0
"SSP1","Zambia","2065-2070","15--19","Post Secondary",0
"SSP1","Zambia","2075-2080","15--19","Post Secondary",0
"SSP1","Zambia","2015-2020","20--24","Post Secondary",64
"SSP1","Zambia","2020-2025","20--24","Post Secondary",55
"SSP1","Zambia","2025-2030","20--24","Post Secondary",49
"SSP1","Zambia","2030-2035","20--24","Post Secondary",44
"SSP1","Zambia","2035-2040","20--24","Post Secondary",41
"SSP1","Zambia","2040-2045","20--24","Post Secondary",38
"SSP1","Zambia","2045-2050","20--24","Post Secondary",35
"SSP1","Zambia","2050-2055","20--24","Post Secondary",33
"SSP1","Zambia","2055-2060","20--24","Post Secondary",31
"SSP1","Zambia","2060-2065","20--24","Post Secondary",29
"SSP1","Zambia","2065-2070","20--24","Post Secondary",28
"SSP1","Zambia","2075-2080","20--24","Post Secondary",25
"SSP1","Zambia","2015-2020","25--29","Post Secondary",144
"SSP1","Zambia","2020-2025","25--29","Post Secondary",137
"SSP1","Zambia","2025-2030","25--29","Post Secondary",127
"SSP1","Zambia","2030-2035","25--29","Post Secondary",122
"SSP1","Zambia","2035-2040","25--29","Post Secondary",123
"SSP1","Zambia","2040-2045","25--29","Post Secondary",120
"SSP1","Zambia","2045-2050","25--29","Post Secondary",116
"SSP1","Zambia","2050-2055","25--29","Post Secondary",111
"SSP1","Zambia","2055-2060","25--29","Post Secondary",107
"SSP1","Zambia","2060-2065","25--29","Post Secondary",103
"SSP1","Zambia","2065-2070","25--29","Post Secondary",99
"SSP1","Zambia","2075-2080","25--29","Post Secondary",93
"SSP1","Zambia","2015-2020","30--34","Post Secondary",134
"SSP1","Zambia","2020-2025","30--34","Post Secondary",125
"SSP1","Zambia","2025-2030","30--34","Post Secondary",114
"SSP1","Zambia","2030-2035","30--34","Post Secondary",108
"SSP1","Zambia","2035-2040","30--34","Post Secondary",106
"SSP1","Zambia","2040-2045","30--34","Post Secondary",105
"SSP1","Zambia","2045-2050","30--34","Post Secondary",100
"SSP1","Zambia","2050-2055","30--34","Post Secondary",95
"SSP1","Zambia","2055-2060","30--34","Post Secondary",90
"SSP1","Zambia","2060-2065","30--34","Post Secondary",87
"SSP1","Zambia","2065-2070","30--34","Post Secondary",84
"SSP1","Zambia","2075-2080","30--34","Post Secondary",81
"SSP1","Zambia","2015-2020","35--39","Post Secondary",104
"SSP1","Zambia","2020-2025","35--39","Post Secondary",89
"SSP1","Zambia","2025-2030","35--39","Post Secondary",81
"SSP1","Zambia","2030-2035","35--39","Post Secondary",77
"SSP1","Zambia","2035-2040","35--39","Post Secondary",67
"SSP1","Zambia","2040-2045","35--39","Post Secondary",57
"SSP1","Zambia","2045-2050","35--39","Post Secondary",52
"SSP1","Zambia","2050-2055","35--39","Post Secondary",48
"SSP1","Zambia","2055-2060","35--39","Post Secondary",45
"SSP1","Zambia","2060-2065","35--39","Post Secondary",42
"SSP1","Zambia","2065-2070","35--39","Post Secondary",40
"SSP1","Zambia","2075-2080","35--39","Post Secondary",38
"SSP1","Zambia","2015-2020","40--44","Post Secondary",59
"SSP1","Zambia","2020-2025","40--44","Post Secondary",49
"SSP1","Zambia","2025-2030","40--44","Post Secondary",45
"SSP1","Zambia","2030-2035","40--44","Post Secondary",40
"SSP1","Zambia","2035-2040","40--44","Post Secondary",32
"SSP1","Zambia","2040-2045","40--44","Post Secondary",28
"SSP1","Zambia","2045-2050","40--44","Post Secondary",25
"SSP1","Zambia","2050-2055","40--44","Post Secondary",22
"SSP1","Zambia","2055-2060","40--44","Post Secondary",20
"SSP1","Zambia","2060-2065","40--44","Post Secondary",18
"SSP1","Zambia","2065-2070","40--44","Post Secondary",16
"SSP1","Zambia","2075-2080","40--44","Post Secondary",14
"SSP1","Zambia","2015-2020","45--49","Post Secondary",15
"SSP1","Zambia","2020-2025","45--49","Post Secondary",12
"SSP1","Zambia","2025-2030","45--49","Post Secondary",11
"SSP1","Zambia","2030-2035","45--49","Post Secondary",8
"SSP1","Zambia","2035-2040","45--49","Post Secondary",7
"SSP1","Zambia","2040-2045","45--49","Post Secondary",6
"SSP1","Zambia","2045-2050","45--49","Post Secondary",5
"SSP1","Zambia","2050-2055","45--49","Post Secondary",4
"SSP1","Zambia","2055-2060","45--49","Post Secondary",4
"SSP1","Zambia","2060-2065","45--49","Post Secondary",3
"SSP1","Zambia","2065-2070","45--49","Post Secondary",3
"SSP1","Zambia","2075-2080","45--49","Post Secondary",1
