Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Survival Ratio by Education"
"Survivorship of population in a particular education group and by five-year age group. Available by level of educational attainment, in all scenarios, and at all geographical scales. It is expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Sex","Education","Ratio"
"SSP1","Zambia","2030-2035","95--99","Female","Primary",18
"SSP1","Zambia","2035-2040","95--99","Female","Primary",19.5
"SSP1","Zambia","2040-2045","95--99","Female","Primary",21.2
"SSP1","Zambia","2045-2050","95--99","Female","Primary",22.9
"SSP1","Zambia","2050-2055","95--99","Female","Primary",23.6
"SSP1","Zambia","2055-2060","95--99","Female","Primary",25.3
"SSP1","Zambia","2060-2065","95--99","Female","Primary",10.7
"SSP1","Zambia","2065-2070","95--99","Female","Primary",10.8
"SSP1","Zambia","2070-2075","95--99","Female","Primary",11
"SSP1","Zambia","2015-2020","100+","Female","Primary",5.84719810586401
"SSP1","Zambia","2020-2025","100+","Female","Primary",7.50474577338651
"SSP1","Zambia","2025-2030","100+","Female","Primary",8.0503314880462
"SSP1","Zambia","2030-2035","100+","Female","Primary",8.68585481054018
"SSP1","Zambia","2035-2040","100+","Female","Primary",9.31492470807429
"SSP1","Zambia","2040-2045","100+","Female","Primary",10.2041823461849
"SSP1","Zambia","2045-2050","100+","Female","Primary",10.9973310329271
"SSP1","Zambia","2050-2055","100+","Female","Primary",11.5101238891686
"SSP1","Zambia","2055-2060","100+","Female","Primary",12.3797780409761
"SSP1","Zambia","2060-2065","100+","Female","Primary",5.84719810586401
"SSP1","Zambia","2065-2070","100+","Female","Primary",5.94041590891872
"SSP1","Zambia","2070-2075","100+","Female","Primary",5.94041590891872
"SSP1","Zambia","2015-2020","Newborn","Male","Lower Secondary",94.7
"SSP1","Zambia","2020-2025","Newborn","Male","Lower Secondary",96.8
"SSP1","Zambia","2025-2030","Newborn","Male","Lower Secondary",97.1
"SSP1","Zambia","2030-2035","Newborn","Male","Lower Secondary",97.4
"SSP1","Zambia","2035-2040","Newborn","Male","Lower Secondary",97.6
"SSP1","Zambia","2040-2045","Newborn","Male","Lower Secondary",97.8
"SSP1","Zambia","2045-2050","Newborn","Male","Lower Secondary",98
"SSP1","Zambia","2050-2055","Newborn","Male","Lower Secondary",98.1
"SSP1","Zambia","2055-2060","Newborn","Male","Lower Secondary",98.3
"SSP1","Zambia","2060-2065","Newborn","Male","Lower Secondary",95
"SSP1","Zambia","2065-2070","Newborn","Male","Lower Secondary",95.2
"SSP1","Zambia","2070-2075","Newborn","Male","Lower Secondary",95.5
"SSP1","Zambia","2015-2020","0--4","Male","Lower Secondary",98.1
"SSP1","Zambia","2020-2025","0--4","Male","Lower Secondary",99.3
"SSP1","Zambia","2025-2030","0--4","Male","Lower Secondary",99.4
"SSP1","Zambia","2030-2035","0--4","Male","Lower Secondary",99.5
"SSP1","Zambia","2035-2040","0--4","Male","Lower Secondary",99.6
"SSP1","Zambia","2040-2045","0--4","Male","Lower Secondary",99.6
"SSP1","Zambia","2045-2050","0--4","Male","Lower Secondary",99.6
"SSP1","Zambia","2050-2055","0--4","Male","Lower Secondary",99.6
"SSP1","Zambia","2055-2060","0--4","Male","Lower Secondary",99.6
"SSP1","Zambia","2060-2065","0--4","Male","Lower Secondary",98.5
"SSP1","Zambia","2065-2070","0--4","Male","Lower Secondary",98.7
"SSP1","Zambia","2070-2075","0--4","Male","Lower Secondary",98.8
"SSP1","Zambia","2015-2020","5--9","Male","Lower Secondary",99
"SSP1","Zambia","2020-2025","5--9","Male","Lower Secondary",99.6
"SSP1","Zambia","2025-2030","5--9","Male","Lower Secondary",99.7
"SSP1","Zambia","2030-2035","5--9","Male","Lower Secondary",99.7
"SSP1","Zambia","2035-2040","5--9","Male","Lower Secondary",99.7
"SSP1","Zambia","2040-2045","5--9","Male","Lower Secondary",99.8
"SSP1","Zambia","2045-2050","5--9","Male","Lower Secondary",99.8
"SSP1","Zambia","2050-2055","5--9","Male","Lower Secondary",99.8
"SSP1","Zambia","2055-2060","5--9","Male","Lower Secondary",99.8
"SSP1","Zambia","2060-2065","5--9","Male","Lower Secondary",99.2
"SSP1","Zambia","2065-2070","5--9","Male","Lower Secondary",99.3
"SSP1","Zambia","2070-2075","5--9","Male","Lower Secondary",99.4
"SSP1","Zambia","2015-2020","10--14","Male","Lower Secondary",99
"SSP1","Zambia","2020-2025","10--14","Male","Lower Secondary",99.5
"SSP1","Zambia","2025-2030","10--14","Male","Lower Secondary",99.6
"SSP1","Zambia","2030-2035","10--14","Male","Lower Secondary",99.6
"SSP1","Zambia","2035-2040","10--14","Male","Lower Secondary",99.6
"SSP1","Zambia","2040-2045","10--14","Male","Lower Secondary",99.7
"SSP1","Zambia","2045-2050","10--14","Male","Lower Secondary",99.7
"SSP1","Zambia","2050-2055","10--14","Male","Lower Secondary",99.7
"SSP1","Zambia","2055-2060","10--14","Male","Lower Secondary",99.7
"SSP1","Zambia","2060-2065","10--14","Male","Lower Secondary",99.1
"SSP1","Zambia","2065-2070","10--14","Male","Lower Secondary",99.2
"SSP1","Zambia","2070-2075","10--14","Male","Lower Secondary",99.3
"SSP1","Zambia","2015-2020","15--19","Male","Lower Secondary",98.6
"SSP1","Zambia","2020-2025","15--19","Male","Lower Secondary",99.2
"SSP1","Zambia","2025-2030","15--19","Male","Lower Secondary",99.3
"SSP1","Zambia","2030-2035","15--19","Male","Lower Secondary",99.4
"SSP1","Zambia","2035-2040","15--19","Male","Lower Secondary",99.4
"SSP1","Zambia","2040-2045","15--19","Male","Lower Secondary",99.5
"SSP1","Zambia","2045-2050","15--19","Male","Lower Secondary",99.5
"SSP1","Zambia","2050-2055","15--19","Male","Lower Secondary",99.6
"SSP1","Zambia","2055-2060","15--19","Male","Lower Secondary",99.7
"SSP1","Zambia","2060-2065","15--19","Male","Lower Secondary",98.7
"SSP1","Zambia","2065-2070","15--19","Male","Lower Secondary",98.7
"SSP1","Zambia","2070-2075","15--19","Male","Lower Secondary",98.8
"SSP1","Zambia","2015-2020","20--24","Male","Lower Secondary",98.1
"SSP1","Zambia","2020-2025","20--24","Male","Lower Secondary",98.9
"SSP1","Zambia","2025-2030","20--24","Male","Lower Secondary",99
"SSP1","Zambia","2030-2035","20--24","Male","Lower Secondary",99.1
"SSP1","Zambia","2035-2040","20--24","Male","Lower Secondary",99.2
"SSP1","Zambia","2040-2045","20--24","Male","Lower Secondary",99.3
"SSP1","Zambia","2045-2050","20--24","Male","Lower Secondary",99.4
"SSP1","Zambia","2050-2055","20--24","Male","Lower Secondary",99.4
"SSP1","Zambia","2055-2060","20--24","Male","Lower Secondary",99.5
"SSP1","Zambia","2060-2065","20--24","Male","Lower Secondary",98.1
"SSP1","Zambia","2065-2070","20--24","Male","Lower Secondary",98.2
"SSP1","Zambia","2070-2075","20--24","Male","Lower Secondary",98.3
"SSP1","Zambia","2015-2020","25--29","Male","Lower Secondary",97.5
"SSP1","Zambia","2020-2025","25--29","Male","Lower Secondary",98.8
"SSP1","Zambia","2025-2030","25--29","Male","Lower Secondary",98.9
"SSP1","Zambia","2030-2035","25--29","Male","Lower Secondary",99
"SSP1","Zambia","2035-2040","25--29","Male","Lower Secondary",99.1
"SSP1","Zambia","2040-2045","25--29","Male","Lower Secondary",99.2
"SSP1","Zambia","2045-2050","25--29","Male","Lower Secondary",99.3
"SSP1","Zambia","2050-2055","25--29","Male","Lower Secondary",99.3
"SSP1","Zambia","2055-2060","25--29","Male","Lower Secondary",99.4
"SSP1","Zambia","2060-2065","25--29","Male","Lower Secondary",97.6
"SSP1","Zambia","2065-2070","25--29","Male","Lower Secondary",97.8
"SSP1","Zambia","2070-2075","25--29","Male","Lower Secondary",97.9
"SSP1","Zambia","2015-2020","30--34","Male","Lower Secondary",96.5
"SSP1","Zambia","2020-2025","30--34","Male","Lower Secondary",98.5
"SSP1","Zambia","2025-2030","30--34","Male","Lower Secondary",98.7
"SSP1","Zambia","2030-2035","30--34","Male","Lower Secondary",98.8
"SSP1","Zambia","2035-2040","30--34","Male","Lower Secondary",98.9
"SSP1","Zambia","2040-2045","30--34","Male","Lower Secondary",99
"SSP1","Zambia","2045-2050","30--34","Male","Lower Secondary",99.1
"SSP1","Zambia","2050-2055","30--34","Male","Lower Secondary",99.2
"SSP1","Zambia","2055-2060","30--34","Male","Lower Secondary",99.3
"SSP1","Zambia","2060-2065","30--34","Male","Lower Secondary",96.7
"SSP1","Zambia","2065-2070","30--34","Male","Lower Secondary",97
"SSP1","Zambia","2070-2075","30--34","Male","Lower Secondary",97.3
"SSP1","Zambia","2015-2020","35--39","Male","Lower Secondary",95.5
"SSP1","Zambia","2020-2025","35--39","Male","Lower Secondary",98.2
"SSP1","Zambia","2025-2030","35--39","Male","Lower Secondary",98.4
"SSP1","Zambia","2030-2035","35--39","Male","Lower Secondary",98.5
"SSP1","Zambia","2035-2040","35--39","Male","Lower Secondary",98.7
"SSP1","Zambia","2040-2045","35--39","Male","Lower Secondary",98.8
"SSP1","Zambia","2045-2050","35--39","Male","Lower Secondary",98.9
"SSP1","Zambia","2050-2055","35--39","Male","Lower Secondary",99.1
"SSP1","Zambia","2055-2060","35--39","Male","Lower Secondary",99.2
"SSP1","Zambia","2060-2065","35--39","Male","Lower Secondary",95.8
"SSP1","Zambia","2065-2070","35--39","Male","Lower Secondary",96.2
"SSP1","Zambia","2070-2075","35--39","Male","Lower Secondary",96.5
"SSP1","Zambia","2015-2020","40--44","Male","Lower Secondary",94.8
"SSP1","Zambia","2020-2025","40--44","Male","Lower Secondary",97.8
"SSP1","Zambia","2025-2030","40--44","Male","Lower Secondary",98
"SSP1","Zambia","2030-2035","40--44","Male","Lower Secondary",98.1
"SSP1","Zambia","2035-2040","40--44","Male","Lower Secondary",98.3
"SSP1","Zambia","2040-2045","40--44","Male","Lower Secondary",98.5
"SSP1","Zambia","2045-2050","40--44","Male","Lower Secondary",98.6
"SSP1","Zambia","2050-2055","40--44","Male","Lower Secondary",98.8
"SSP1","Zambia","2055-2060","40--44","Male","Lower Secondary",98.9
"SSP1","Zambia","2060-2065","40--44","Male","Lower Secondary",95.1
"SSP1","Zambia","2065-2070","40--44","Male","Lower Secondary",95.5
"SSP1","Zambia","2070-2075","40--44","Male","Lower Secondary",95.9
"SSP1","Zambia","2015-2020","45--49","Male","Lower Secondary",93.9
"SSP1","Zambia","2020-2025","45--49","Male","Lower Secondary",96.9
"SSP1","Zambia","2025-2030","45--49","Male","Lower Secondary",97.2
"SSP1","Zambia","2030-2035","45--49","Male","Lower Secondary",97.4
"SSP1","Zambia","2035-2040","45--49","Male","Lower Secondary",97.6
"SSP1","Zambia","2040-2045","45--49","Male","Lower Secondary",97.8
"SSP1","Zambia","2045-2050","45--49","Male","Lower Secondary",98
"SSP1","Zambia","2050-2055","45--49","Male","Lower Secondary",98.3
"SSP1","Zambia","2055-2060","45--49","Male","Lower Secondary",98.4
"SSP1","Zambia","2060-2065","45--49","Male","Lower Secondary",94.1
"SSP1","Zambia","2065-2070","45--49","Male","Lower Secondary",94.6
"SSP1","Zambia","2070-2075","45--49","Male","Lower Secondary",95
"SSP1","Zambia","2015-2020","50--54","Male","Lower Secondary",92.9
"SSP1","Zambia","2020-2025","50--54","Male","Lower Secondary",95.8
"SSP1","Zambia","2025-2030","50--54","Male","Lower Secondary",96.1
"SSP1","Zambia","2030-2035","50--54","Male","Lower Secondary",96.4
"SSP1","Zambia","2035-2040","50--54","Male","Lower Secondary",96.7
"SSP1","Zambia","2040-2045","50--54","Male","Lower Secondary",97
"SSP1","Zambia","2045-2050","50--54","Male","Lower Secondary",97.2
"SSP1","Zambia","2050-2055","50--54","Male","Lower Secondary",97.5
"SSP1","Zambia","2055-2060","50--54","Male","Lower Secondary",97.8
"SSP1","Zambia","2060-2065","50--54","Male","Lower Secondary",93.1
"SSP1","Zambia","2065-2070","50--54","Male","Lower Secondary",93.4
"SSP1","Zambia","2070-2075","50--54","Male","Lower Secondary",93.8
"SSP1","Zambia","2015-2020","55--59","Male","Lower Secondary",91.1
"SSP1","Zambia","2020-2025","55--59","Male","Lower Secondary",94.2
"SSP1","Zambia","2025-2030","55--59","Male","Lower Secondary",94.5
"SSP1","Zambia","2030-2035","55--59","Male","Lower Secondary",94.9
"SSP1","Zambia","2035-2040","55--59","Male","Lower Secondary",95.2
"SSP1","Zambia","2040-2045","55--59","Male","Lower Secondary",95.6
"SSP1","Zambia","2045-2050","55--59","Male","Lower Secondary",96
"SSP1","Zambia","2050-2055","55--59","Male","Lower Secondary",96.4
"SSP1","Zambia","2055-2060","55--59","Male","Lower Secondary",96.7
"SSP1","Zambia","2060-2065","55--59","Male","Lower Secondary",91.3
"SSP1","Zambia","2065-2070","55--59","Male","Lower Secondary",91.6
"SSP1","Zambia","2070-2075","55--59","Male","Lower Secondary",91.9
"SSP1","Zambia","2015-2020","60--64","Male","Lower Secondary",87.7
"SSP1","Zambia","2020-2025","60--64","Male","Lower Secondary",91.1
"SSP1","Zambia","2025-2030","60--64","Male","Lower Secondary",91.5
"SSP1","Zambia","2030-2035","60--64","Male","Lower Secondary",92
"SSP1","Zambia","2035-2040","60--64","Male","Lower Secondary",92.5
"SSP1","Zambia","2040-2045","60--64","Male","Lower Secondary",93.1
"SSP1","Zambia","2045-2050","60--64","Male","Lower Secondary",93.6
"SSP1","Zambia","2050-2055","60--64","Male","Lower Secondary",94.3
"SSP1","Zambia","2055-2060","60--64","Male","Lower Secondary",94.8
"SSP1","Zambia","2060-2065","60--64","Male","Lower Secondary",87.9
"SSP1","Zambia","2065-2070","60--64","Male","Lower Secondary",88.2
"SSP1","Zambia","2070-2075","60--64","Male","Lower Secondary",88.5
"SSP1","Zambia","2015-2020","65--69","Male","Lower Secondary",82.3
"SSP1","Zambia","2020-2025","65--69","Male","Lower Secondary",86.3
"SSP1","Zambia","2025-2030","65--69","Male","Lower Secondary",87
"SSP1","Zambia","2030-2035","65--69","Male","Lower Secondary",87.7
"SSP1","Zambia","2035-2040","65--69","Male","Lower Secondary",88.4
"SSP1","Zambia","2040-2045","65--69","Male","Lower Secondary",89.2
"SSP1","Zambia","2045-2050","65--69","Male","Lower Secondary",90
"SSP1","Zambia","2050-2055","65--69","Male","Lower Secondary",90.8
"SSP1","Zambia","2055-2060","65--69","Male","Lower Secondary",91.6
"SSP1","Zambia","2060-2065","65--69","Male","Lower Secondary",82.5
"SSP1","Zambia","2065-2070","65--69","Male","Lower Secondary",82.8
"SSP1","Zambia","2070-2075","65--69","Male","Lower Secondary",83.1
"SSP1","Zambia","2015-2020","70--74","Male","Lower Secondary",73.8
"SSP1","Zambia","2020-2025","70--74","Male","Lower Secondary",78.7
"SSP1","Zambia","2025-2030","70--74","Male","Lower Secondary",79.7
"SSP1","Zambia","2030-2035","70--74","Male","Lower Secondary",80.7
"SSP1","Zambia","2035-2040","70--74","Male","Lower Secondary",81.8
"SSP1","Zambia","2040-2045","70--74","Male","Lower Secondary",83
"SSP1","Zambia","2045-2050","70--74","Male","Lower Secondary",84.1
"SSP1","Zambia","2050-2055","70--74","Male","Lower Secondary",85.2
"SSP1","Zambia","2055-2060","70--74","Male","Lower Secondary",86.3
"SSP1","Zambia","2060-2065","70--74","Male","Lower Secondary",74.1
"SSP1","Zambia","2065-2070","70--74","Male","Lower Secondary",74.4
"SSP1","Zambia","2070-2075","70--74","Male","Lower Secondary",74.8
"SSP1","Zambia","2015-2020","75--79","Male","Lower Secondary",61.5
"SSP1","Zambia","2020-2025","75--79","Male","Lower Secondary",67.2
"SSP1","Zambia","2025-2030","75--79","Male","Lower Secondary",68.5
"SSP1","Zambia","2030-2035","75--79","Male","Lower Secondary",69.9
"SSP1","Zambia","2035-2040","75--79","Male","Lower Secondary",71.5
"SSP1","Zambia","2040-2045","75--79","Male","Lower Secondary",73.3
"SSP1","Zambia","2045-2050","75--79","Male","Lower Secondary",74.9
"SSP1","Zambia","2050-2055","75--79","Male","Lower Secondary",76.4
"SSP1","Zambia","2055-2060","75--79","Male","Lower Secondary",77.9
"SSP1","Zambia","2060-2065","75--79","Male","Lower Secondary",61.9
"SSP1","Zambia","2065-2070","75--79","Male","Lower Secondary",62.3
"SSP1","Zambia","2070-2075","75--79","Male","Lower Secondary",62.7
"SSP1","Zambia","2015-2020","80--84","Male","Lower Secondary",45.7
"SSP1","Zambia","2020-2025","80--84","Male","Lower Secondary",51.5
"SSP1","Zambia","2025-2030","80--84","Male","Lower Secondary",53.2
"SSP1","Zambia","2030-2035","80--84","Male","Lower Secondary",54.9
"SSP1","Zambia","2035-2040","80--84","Male","Lower Secondary",57
"SSP1","Zambia","2040-2045","80--84","Male","Lower Secondary",59.3
"SSP1","Zambia","2045-2050","80--84","Male","Lower Secondary",61.5
"SSP1","Zambia","2050-2055","80--84","Male","Lower Secondary",63.5
"SSP1","Zambia","2055-2060","80--84","Male","Lower Secondary",65.5
"SSP1","Zambia","2060-2065","80--84","Male","Lower Secondary",46.2
"SSP1","Zambia","2065-2070","80--84","Male","Lower Secondary",46.6
"SSP1","Zambia","2070-2075","80--84","Male","Lower Secondary",47
"SSP1","Zambia","2015-2020","85--89","Male","Lower Secondary",29.3
"SSP1","Zambia","2020-2025","85--89","Male","Lower Secondary",34.3
"SSP1","Zambia","2025-2030","85--89","Male","Lower Secondary",35.9
"SSP1","Zambia","2030-2035","85--89","Male","Lower Secondary",37.6
"SSP1","Zambia","2035-2040","85--89","Male","Lower Secondary",39.7
"SSP1","Zambia","2040-2045","85--89","Male","Lower Secondary",42.2
"SSP1","Zambia","2045-2050","85--89","Male","Lower Secondary",44.6
"SSP1","Zambia","2050-2055","85--89","Male","Lower Secondary",47
"SSP1","Zambia","2055-2060","85--89","Male","Lower Secondary",49.3
"SSP1","Zambia","2060-2065","85--89","Male","Lower Secondary",29.8
"SSP1","Zambia","2065-2070","85--89","Male","Lower Secondary",30.1
"SSP1","Zambia","2070-2075","85--89","Male","Lower Secondary",30.5
"SSP1","Zambia","2015-2020","90--94","Male","Lower Secondary",16.2
"SSP1","Zambia","2020-2025","90--94","Male","Lower Secondary",19.4
"SSP1","Zambia","2025-2030","90--94","Male","Lower Secondary",20.6
"SSP1","Zambia","2030-2035","90--94","Male","Lower Secondary",22
"SSP1","Zambia","2035-2040","90--94","Male","Lower Secondary",23.7
"SSP1","Zambia","2040-2045","90--94","Male","Lower Secondary",25.7
"SSP1","Zambia","2045-2050","90--94","Male","Lower Secondary",27.8
"SSP1","Zambia","2050-2055","90--94","Male","Lower Secondary",30.1
"SSP1","Zambia","2055-2060","90--94","Male","Lower Secondary",32.2
"SSP1","Zambia","2060-2065","90--94","Male","Lower Secondary",16.5
"SSP1","Zambia","2065-2070","90--94","Male","Lower Secondary",16.7
"SSP1","Zambia","2070-2075","90--94","Male","Lower Secondary",16.9
"SSP1","Zambia","2015-2020","95--99","Male","Lower Secondary",8.4
"SSP1","Zambia","2020-2025","95--99","Male","Lower Secondary",9.9
"SSP1","Zambia","2025-2030","95--99","Male","Lower Secondary",10.5
"SSP1","Zambia","2030-2035","95--99","Male","Lower Secondary",11.3
"SSP1","Zambia","2035-2040","95--99","Male","Lower Secondary",12.3
"SSP1","Zambia","2040-2045","95--99","Male","Lower Secondary",13.6
"SSP1","Zambia","2045-2050","95--99","Male","Lower Secondary",14.9
"SSP1","Zambia","2050-2055","95--99","Male","Lower Secondary",16.6
"SSP1","Zambia","2055-2060","95--99","Male","Lower Secondary",18
"SSP1","Zambia","2060-2065","95--99","Male","Lower Secondary",8.6
"SSP1","Zambia","2065-2070","95--99","Male","Lower Secondary",8.6
"SSP1","Zambia","2070-2075","95--99","Male","Lower Secondary",8.7
"SSP1","Zambia","2015-2020","100+","Male","Lower Secondary",5.48327470322847
"SSP1","Zambia","2020-2025","100+","Male","Lower Secondary",5.75375700124731
