Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Survival Ratio by Education"
"Survivorship of population in a particular education group and by five-year age group. Available by level of educational attainment, in all scenarios, and at all geographical scales. It is expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Sex","Education","Ratio"
"SSP1","Zambia","2030-2035","25--29","Male","Primary",98.8
"SSP1","Zambia","2035-2040","25--29","Male","Primary",98.9
"SSP1","Zambia","2040-2045","25--29","Male","Primary",99
"SSP1","Zambia","2045-2050","25--29","Male","Primary",99.1
"SSP1","Zambia","2050-2055","25--29","Male","Primary",99.2
"SSP1","Zambia","2055-2060","25--29","Male","Primary",99.2
"SSP1","Zambia","2060-2065","25--29","Male","Primary",97.1
"SSP1","Zambia","2065-2070","25--29","Male","Primary",97.3
"SSP1","Zambia","2070-2075","25--29","Male","Primary",97.5
"SSP1","Zambia","2015-2020","30--34","Male","Primary",95.8
"SSP1","Zambia","2020-2025","30--34","Male","Primary",98.2
"SSP1","Zambia","2025-2030","30--34","Male","Primary",98.4
"SSP1","Zambia","2030-2035","30--34","Male","Primary",98.5
"SSP1","Zambia","2035-2040","30--34","Male","Primary",98.7
"SSP1","Zambia","2040-2045","30--34","Male","Primary",98.8
"SSP1","Zambia","2045-2050","30--34","Male","Primary",98.9
"SSP1","Zambia","2050-2055","30--34","Male","Primary",99
"SSP1","Zambia","2055-2060","30--34","Male","Primary",99.1
"SSP1","Zambia","2060-2065","30--34","Male","Primary",96.1
"SSP1","Zambia","2065-2070","30--34","Male","Primary",96.4
"SSP1","Zambia","2070-2075","30--34","Male","Primary",96.7
"SSP1","Zambia","2015-2020","35--39","Male","Primary",94.7
"SSP1","Zambia","2020-2025","35--39","Male","Primary",97.8
"SSP1","Zambia","2025-2030","35--39","Male","Primary",98
"SSP1","Zambia","2030-2035","35--39","Male","Primary",98.2
"SSP1","Zambia","2035-2040","35--39","Male","Primary",98.3
"SSP1","Zambia","2040-2045","35--39","Male","Primary",98.5
"SSP1","Zambia","2045-2050","35--39","Male","Primary",98.6
"SSP1","Zambia","2050-2055","35--39","Male","Primary",98.8
"SSP1","Zambia","2055-2060","35--39","Male","Primary",98.9
"SSP1","Zambia","2060-2065","35--39","Male","Primary",95
"SSP1","Zambia","2065-2070","35--39","Male","Primary",95.4
"SSP1","Zambia","2070-2075","35--39","Male","Primary",95.8
"SSP1","Zambia","2015-2020","40--44","Male","Primary",93.9
"SSP1","Zambia","2020-2025","40--44","Male","Primary",97.3
"SSP1","Zambia","2025-2030","40--44","Male","Primary",97.5
"SSP1","Zambia","2030-2035","40--44","Male","Primary",97.7
"SSP1","Zambia","2035-2040","40--44","Male","Primary",97.9
"SSP1","Zambia","2040-2045","40--44","Male","Primary",98.1
"SSP1","Zambia","2045-2050","40--44","Male","Primary",98.3
"SSP1","Zambia","2050-2055","40--44","Male","Primary",98.4
"SSP1","Zambia","2055-2060","40--44","Male","Primary",98.6
"SSP1","Zambia","2060-2065","40--44","Male","Primary",94.2
"SSP1","Zambia","2065-2070","40--44","Male","Primary",94.7
"SSP1","Zambia","2070-2075","40--44","Male","Primary",95.2
"SSP1","Zambia","2015-2020","45--49","Male","Primary",92.9
"SSP1","Zambia","2020-2025","45--49","Male","Primary",96.2
"SSP1","Zambia","2025-2030","45--49","Male","Primary",96.5
"SSP1","Zambia","2030-2035","45--49","Male","Primary",96.8
"SSP1","Zambia","2035-2040","45--49","Male","Primary",97
"SSP1","Zambia","2040-2045","45--49","Male","Primary",97.3
"SSP1","Zambia","2045-2050","45--49","Male","Primary",97.5
"SSP1","Zambia","2050-2055","45--49","Male","Primary",97.8
"SSP1","Zambia","2055-2060","45--49","Male","Primary",98
"SSP1","Zambia","2060-2065","45--49","Male","Primary",93.2
"SSP1","Zambia","2065-2070","45--49","Male","Primary",93.6
"SSP1","Zambia","2070-2075","45--49","Male","Primary",94.1
"SSP1","Zambia","2015-2020","50--54","Male","Primary",91.8
"SSP1","Zambia","2020-2025","50--54","Male","Primary",94.9
"SSP1","Zambia","2025-2030","50--54","Male","Primary",95.2
"SSP1","Zambia","2030-2035","50--54","Male","Primary",95.5
"SSP1","Zambia","2035-2040","50--54","Male","Primary",95.9
"SSP1","Zambia","2040-2045","50--54","Male","Primary",96.2
"SSP1","Zambia","2045-2050","50--54","Male","Primary",96.5
"SSP1","Zambia","2050-2055","50--54","Male","Primary",96.9
"SSP1","Zambia","2055-2060","50--54","Male","Primary",97.2
"SSP1","Zambia","2060-2065","50--54","Male","Primary",92
"SSP1","Zambia","2065-2070","50--54","Male","Primary",92.4
"SSP1","Zambia","2070-2075","50--54","Male","Primary",92.8
"SSP1","Zambia","2015-2020","55--59","Male","Primary",90
"SSP1","Zambia","2020-2025","55--59","Male","Primary",93
"SSP1","Zambia","2025-2030","55--59","Male","Primary",93.4
"SSP1","Zambia","2030-2035","55--59","Male","Primary",93.7
"SSP1","Zambia","2035-2040","55--59","Male","Primary",94.2
"SSP1","Zambia","2040-2045","55--59","Male","Primary",94.6
"SSP1","Zambia","2045-2050","55--59","Male","Primary",95.1
"SSP1","Zambia","2050-2055","55--59","Male","Primary",95.5
"SSP1","Zambia","2055-2060","55--59","Male","Primary",95.9
"SSP1","Zambia","2060-2065","55--59","Male","Primary",90.1
"SSP1","Zambia","2065-2070","55--59","Male","Primary",90.4
"SSP1","Zambia","2070-2075","55--59","Male","Primary",90.7
"SSP1","Zambia","2015-2020","60--64","Male","Primary",86.3
"SSP1","Zambia","2020-2025","60--64","Male","Primary",89.4
"SSP1","Zambia","2025-2030","60--64","Male","Primary",89.9
"SSP1","Zambia","2030-2035","60--64","Male","Primary",90.4
"SSP1","Zambia","2035-2040","60--64","Male","Primary",91
"SSP1","Zambia","2040-2045","60--64","Male","Primary",91.6
"SSP1","Zambia","2045-2050","60--64","Male","Primary",92.2
"SSP1","Zambia","2050-2055","60--64","Male","Primary",92.9
"SSP1","Zambia","2055-2060","60--64","Male","Primary",93.5
"SSP1","Zambia","2060-2065","60--64","Male","Primary",86.5
"SSP1","Zambia","2065-2070","60--64","Male","Primary",86.7
"SSP1","Zambia","2070-2075","60--64","Male","Primary",87
"SSP1","Zambia","2015-2020","65--69","Male","Primary",80.7
"SSP1","Zambia","2020-2025","65--69","Male","Primary",84.2
"SSP1","Zambia","2025-2030","65--69","Male","Primary",84.9
"SSP1","Zambia","2030-2035","65--69","Male","Primary",85.6
"SSP1","Zambia","2035-2040","65--69","Male","Primary",86.3
"SSP1","Zambia","2040-2045","65--69","Male","Primary",87.2
"SSP1","Zambia","2045-2050","65--69","Male","Primary",88
"SSP1","Zambia","2050-2055","65--69","Male","Primary",88.9
"SSP1","Zambia","2055-2060","65--69","Male","Primary",89.7
"SSP1","Zambia","2060-2065","65--69","Male","Primary",80.9
"SSP1","Zambia","2065-2070","65--69","Male","Primary",81.1
"SSP1","Zambia","2070-2075","65--69","Male","Primary",81.4
"SSP1","Zambia","2015-2020","70--74","Male","Primary",72.1
"SSP1","Zambia","2020-2025","70--74","Male","Primary",76.3
"SSP1","Zambia","2025-2030","70--74","Male","Primary",77.3
"SSP1","Zambia","2030-2035","70--74","Male","Primary",78.2
"SSP1","Zambia","2035-2040","70--74","Male","Primary",79.2
"SSP1","Zambia","2040-2045","70--74","Male","Primary",80.5
"SSP1","Zambia","2045-2050","70--74","Male","Primary",81.6
"SSP1","Zambia","2050-2055","70--74","Male","Primary",82.7
"SSP1","Zambia","2055-2060","70--74","Male","Primary",83.8
"SSP1","Zambia","2060-2065","70--74","Male","Primary",72.4
"SSP1","Zambia","2065-2070","70--74","Male","Primary",72.6
"SSP1","Zambia","2070-2075","70--74","Male","Primary",72.9
"SSP1","Zambia","2015-2020","75--79","Male","Primary",60
"SSP1","Zambia","2020-2025","75--79","Male","Primary",64.8
"SSP1","Zambia","2025-2030","75--79","Male","Primary",66.1
"SSP1","Zambia","2030-2035","75--79","Male","Primary",67.4
"SSP1","Zambia","2035-2040","75--79","Male","Primary",68.9
"SSP1","Zambia","2040-2045","75--79","Male","Primary",70.5
"SSP1","Zambia","2045-2050","75--79","Male","Primary",72.1
"SSP1","Zambia","2050-2055","75--79","Male","Primary",73.5
"SSP1","Zambia","2055-2060","75--79","Male","Primary",75
"SSP1","Zambia","2060-2065","75--79","Male","Primary",60.4
"SSP1","Zambia","2065-2070","75--79","Male","Primary",60.7
"SSP1","Zambia","2070-2075","75--79","Male","Primary",61
"SSP1","Zambia","2015-2020","80--84","Male","Primary",44.8
"SSP1","Zambia","2020-2025","80--84","Male","Primary",49.8
"SSP1","Zambia","2025-2030","80--84","Male","Primary",51.3
"SSP1","Zambia","2030-2035","80--84","Male","Primary",52.9
"SSP1","Zambia","2035-2040","80--84","Male","Primary",54.8
"SSP1","Zambia","2040-2045","80--84","Male","Primary",57
"SSP1","Zambia","2045-2050","80--84","Male","Primary",59
"SSP1","Zambia","2050-2055","80--84","Male","Primary",60.8
"SSP1","Zambia","2055-2060","80--84","Male","Primary",62.6
"SSP1","Zambia","2060-2065","80--84","Male","Primary",45.2
"SSP1","Zambia","2065-2070","80--84","Male","Primary",45.5
"SSP1","Zambia","2070-2075","80--84","Male","Primary",45.9
"SSP1","Zambia","2015-2020","85--89","Male","Primary",28.9
"SSP1","Zambia","2020-2025","85--89","Male","Primary",33.4
"SSP1","Zambia","2025-2030","85--89","Male","Primary",34.9
"SSP1","Zambia","2030-2035","85--89","Male","Primary",36.5
"SSP1","Zambia","2035-2040","85--89","Male","Primary",38.5
"SSP1","Zambia","2040-2045","85--89","Male","Primary",40.8
"SSP1","Zambia","2045-2050","85--89","Male","Primary",43
"SSP1","Zambia","2050-2055","85--89","Male","Primary",45.2
"SSP1","Zambia","2055-2060","85--89","Male","Primary",47.3
"SSP1","Zambia","2060-2065","85--89","Male","Primary",29.4
"SSP1","Zambia","2065-2070","85--89","Male","Primary",29.7
"SSP1","Zambia","2070-2075","85--89","Male","Primary",30
"SSP1","Zambia","2015-2020","90--94","Male","Primary",16.1
"SSP1","Zambia","2020-2025","90--94","Male","Primary",19.2
"SSP1","Zambia","2025-2030","90--94","Male","Primary",20.3
"SSP1","Zambia","2030-2035","90--94","Male","Primary",21.6
"SSP1","Zambia","2035-2040","90--94","Male","Primary",23.2
"SSP1","Zambia","2040-2045","90--94","Male","Primary",25.2
"SSP1","Zambia","2045-2050","90--94","Male","Primary",27.2
"SSP1","Zambia","2050-2055","90--94","Male","Primary",29.3
"SSP1","Zambia","2055-2060","90--94","Male","Primary",31.3
"SSP1","Zambia","2060-2065","90--94","Male","Primary",16.4
"SSP1","Zambia","2065-2070","90--94","Male","Primary",16.6
"SSP1","Zambia","2070-2075","90--94","Male","Primary",16.8
"SSP1","Zambia","2015-2020","95--99","Male","Primary",8.4
"SSP1","Zambia","2020-2025","95--99","Male","Primary",9.9
"SSP1","Zambia","2025-2030","95--99","Male","Primary",10.5
"SSP1","Zambia","2030-2035","95--99","Male","Primary",11.2
"SSP1","Zambia","2035-2040","95--99","Male","Primary",12.2
"SSP1","Zambia","2040-2045","95--99","Male","Primary",13.5
"SSP1","Zambia","2045-2050","95--99","Male","Primary",14.8
"SSP1","Zambia","2050-2055","95--99","Male","Primary",16.4
"SSP1","Zambia","2055-2060","95--99","Male","Primary",17.8
"SSP1","Zambia","2060-2065","95--99","Male","Primary",8.5
"SSP1","Zambia","2065-2070","95--99","Male","Primary",8.6
"SSP1","Zambia","2070-2075","95--99","Male","Primary",8.7
"SSP1","Zambia","2015-2020","100+","Male","Primary",5.48327422530652
"SSP1","Zambia","2020-2025","100+","Male","Primary",5.7537560173165
"SSP1","Zambia","2025-2030","100+","Male","Primary",5.93453546348008
"SSP1","Zambia","2030-2035","100+","Male","Primary",6.21284049907247
"SSP1","Zambia","2035-2040","100+","Male","Primary",6.48951878682549
"SSP1","Zambia","2040-2045","100+","Male","Primary",7.03799926770776
"SSP1","Zambia","2045-2050","100+","Male","Primary",7.49744402707675
"SSP1","Zambia","2050-2055","100+","Male","Primary",8.13940955747224
"SSP1","Zambia","2055-2060","100+","Male","Primary",8.77344614038827
"SSP1","Zambia","2060-2065","100+","Male","Primary",5.47783717893416
"SSP1","Zambia","2065-2070","100+","Male","Primary",5.47783717893416
"SSP1","Zambia","2070-2075","100+","Male","Primary",5.47783717893416
"SSP1","Zambia","2015-2020","Newborn","Female","Primary",95
"SSP1","Zambia","2020-2025","Newborn","Female","Primary",97.2
"SSP1","Zambia","2025-2030","Newborn","Female","Primary",97.4
"SSP1","Zambia","2030-2035","Newborn","Female","Primary",97.6
"SSP1","Zambia","2035-2040","Newborn","Female","Primary",97.7
"SSP1","Zambia","2040-2045","Newborn","Female","Primary",97.9
"SSP1","Zambia","2045-2050","Newborn","Female","Primary",98
"SSP1","Zambia","2050-2055","Newborn","Female","Primary",98.3
"SSP1","Zambia","2055-2060","Newborn","Female","Primary",98.5
"SSP1","Zambia","2060-2065","Newborn","Female","Primary",95.4
"SSP1","Zambia","2065-2070","Newborn","Female","Primary",95.7
"SSP1","Zambia","2070-2075","Newborn","Female","Primary",96
"SSP1","Zambia","2015-2020","0--4","Female","Primary",98.5
"SSP1","Zambia","2020-2025","0--4","Female","Primary",99.4
"SSP1","Zambia","2025-2030","0--4","Female","Primary",99.4
"SSP1","Zambia","2030-2035","0--4","Female","Primary",99.5
"SSP1","Zambia","2035-2040","0--4","Female","Primary",99.5
"SSP1","Zambia","2040-2045","0--4","Female","Primary",99.5
"SSP1","Zambia","2045-2050","0--4","Female","Primary",99.6
"SSP1","Zambia","2050-2055","0--4","Female","Primary",99.6
"SSP1","Zambia","2055-2060","0--4","Female","Primary",99.6
"SSP1","Zambia","2060-2065","0--4","Female","Primary",98.7
"SSP1","Zambia","2065-2070","0--4","Female","Primary",98.8
"SSP1","Zambia","2070-2075","0--4","Female","Primary",99
"SSP1","Zambia","2015-2020","5--9","Female","Primary",99.2
"SSP1","Zambia","2020-2025","5--9","Female","Primary",99.7
"SSP1","Zambia","2025-2030","5--9","Female","Primary",99.7
"SSP1","Zambia","2030-2035","5--9","Female","Primary",99.7
"SSP1","Zambia","2035-2040","5--9","Female","Primary",99.8
"SSP1","Zambia","2040-2045","5--9","Female","Primary",99.8
"SSP1","Zambia","2045-2050","5--9","Female","Primary",99.8
"SSP1","Zambia","2050-2055","5--9","Female","Primary",99.8
"SSP1","Zambia","2055-2060","5--9","Female","Primary",99.8
"SSP1","Zambia","2060-2065","5--9","Female","Primary",99.4
"SSP1","Zambia","2065-2070","5--9","Female","Primary",99.4
"SSP1","Zambia","2070-2075","5--9","Female","Primary",99.5
"SSP1","Zambia","2015-2020","10--14","Female","Primary",99.2
"SSP1","Zambia","2020-2025","10--14","Female","Primary",99.7
"SSP1","Zambia","2025-2030","10--14","Female","Primary",99.7
"SSP1","Zambia","2030-2035","10--14","Female","Primary",99.7
"SSP1","Zambia","2035-2040","10--14","Female","Primary",99.7
"SSP1","Zambia","2040-2045","10--14","Female","Primary",99.7
"SSP1","Zambia","2045-2050","10--14","Female","Primary",99.8
"SSP1","Zambia","2050-2055","10--14","Female","Primary",99.8
"SSP1","Zambia","2055-2060","10--14","Female","Primary",99.8
"SSP1","Zambia","2060-2065","10--14","Female","Primary",99.3
"SSP1","Zambia","2065-2070","10--14","Female","Primary",99.4
"SSP1","Zambia","2070-2075","10--14","Female","Primary",99.5
"SSP1","Zambia","2015-2020","15--19","Female","Primary",98.9
"SSP1","Zambia","2020-2025","15--19","Female","Primary",99.5
"SSP1","Zambia","2025-2030","15--19","Female","Primary",99.6
"SSP1","Zambia","2030-2035","15--19","Female","Primary",99.6
"SSP1","Zambia","2035-2040","15--19","Female","Primary",99.6
"SSP1","Zambia","2040-2045","15--19","Female","Primary",99.7
"SSP1","Zambia","2045-2050","15--19","Female","Primary",99.7
"SSP1","Zambia","2050-2055","15--19","Female","Primary",99.8
"SSP1","Zambia","2055-2060","15--19","Female","Primary",99.8
"SSP1","Zambia","2060-2065","15--19","Female","Primary",99
"SSP1","Zambia","2065-2070","15--19","Female","Primary",99
"SSP1","Zambia","2070-2075","15--19","Female","Primary",99.1
"SSP1","Zambia","2015-2020","20--24","Female","Primary",98.5
"SSP1","Zambia","2020-2025","20--24","Female","Primary",99.3
"SSP1","Zambia","2025-2030","20--24","Female","Primary",99.3
"SSP1","Zambia","2030-2035","20--24","Female","Primary",99.4
"SSP1","Zambia","2035-2040","20--24","Female","Primary",99.5
"SSP1","Zambia","2040-2045","20--24","Female","Primary",99.5
"SSP1","Zambia","2045-2050","20--24","Female","Primary",99.6
"SSP1","Zambia","2050-2055","20--24","Female","Primary",99.6
"SSP1","Zambia","2055-2060","20--24","Female","Primary",99.7
"SSP1","Zambia","2060-2065","20--24","Female","Primary",98.5
"SSP1","Zambia","2065-2070","20--24","Female","Primary",98.6
"SSP1","Zambia","2070-2075","20--24","Female","Primary",98.7
"SSP1","Zambia","2015-2020","25--29","Female","Primary",98
"SSP1","Zambia","2020-2025","25--29","Female","Primary",99.1
"SSP1","Zambia","2025-2030","25--29","Female","Primary",99.2
"SSP1","Zambia","2030-2035","25--29","Female","Primary",99.3
"SSP1","Zambia","2035-2040","25--29","Female","Primary",99.3
"SSP1","Zambia","2040-2045","25--29","Female","Primary",99.4
"SSP1","Zambia","2045-2050","25--29","Female","Primary",99.5
"SSP1","Zambia","2050-2055","25--29","Female","Primary",99.5
"SSP1","Zambia","2055-2060","25--29","Female","Primary",99.6
"SSP1","Zambia","2060-2065","25--29","Female","Primary",98.2
"SSP1","Zambia","2065-2070","25--29","Female","Primary",98.3
"SSP1","Zambia","2070-2075","25--29","Female","Primary",98.4
"SSP1","Zambia","2015-2020","30--34","Female","Primary",97.6
"SSP1","Zambia","2020-2025","30--34","Female","Primary",98.9
"SSP1","Zambia","2025-2030","30--34","Female","Primary",99
"SSP1","Zambia","2030-2035","30--34","Female","Primary",99.1
"SSP1","Zambia","2035-2040","30--34","Female","Primary",99.2
"SSP1","Zambia","2040-2045","30--34","Female","Primary",99.3
"SSP1","Zambia","2045-2050","30--34","Female","Primary",99.4
"SSP1","Zambia","2050-2055","30--34","Female","Primary",99.4
"SSP1","Zambia","2055-2060","30--34","Female","Primary",99.5
"SSP1","Zambia","2060-2065","30--34","Female","Primary",97.7
"SSP1","Zambia","2065-2070","30--34","Female","Primary",97.9
"SSP1","Zambia","2070-2075","30--34","Female","Primary",98.1
"SSP1","Zambia","2015-2020","35--39","Female","Primary",97
"SSP1","Zambia","2020-2025","35--39","Female","Primary",98.6
"SSP1","Zambia","2025-2030","35--39","Female","Primary",98.7
"SSP1","Zambia","2030-2035","35--39","Female","Primary",98.8
"SSP1","Zambia","2035-2040","35--39","Female","Primary",98.9
"SSP1","Zambia","2040-2045","35--39","Female","Primary",99.1
"SSP1","Zambia","2045-2050","35--39","Female","Primary",99.2
"SSP1","Zambia","2050-2055","35--39","Female","Primary",99.3
"SSP1","Zambia","2055-2060","35--39","Female","Primary",99.4
"SSP1","Zambia","2060-2065","35--39","Female","Primary",97.1
"SSP1","Zambia","2065-2070","35--39","Female","Primary",97.4
"SSP1","Zambia","2070-2075","35--39","Female","Primary",97.6
"SSP1","Zambia","2015-2020","40--44","Female","Primary",96.5
"SSP1","Zambia","2020-2025","40--44","Female","Primary",98.2
"SSP1","Zambia","2025-2030","40--44","Female","Primary",98.3
"SSP1","Zambia","2030-2035","40--44","Female","Primary",98.5
"SSP1","Zambia","2035-2040","40--44","Female","Primary",98.6
"SSP1","Zambia","2040-2045","40--44","Female","Primary",98.8
"SSP1","Zambia","2045-2050","40--44","Female","Primary",98.9
"SSP1","Zambia","2050-2055","40--44","Female","Primary",99.1
"SSP1","Zambia","2055-2060","40--44","Female","Primary",99.2
"SSP1","Zambia","2060-2065","40--44","Female","Primary",96.6
"SSP1","Zambia","2065-2070","40--44","Female","Primary",96.8
"SSP1","Zambia","2070-2075","40--44","Female","Primary",97
"SSP1","Zambia","2015-2020","45--49","Female","Primary",95.8
"SSP1","Zambia","2020-2025","45--49","Female","Primary",97.6
"SSP1","Zambia","2025-2030","45--49","Female","Primary",97.8
"SSP1","Zambia","2030-2035","45--49","Female","Primary",98
"SSP1","Zambia","2035-2040","45--49","Female","Primary",98.2
"SSP1","Zambia","2040-2045","45--49","Female","Primary",98.4
"SSP1","Zambia","2045-2050","45--49","Female","Primary",98.5
"SSP1","Zambia","2050-2055","45--49","Female","Primary",98.7
"SSP1","Zambia","2055-2060","45--49","Female","Primary",98.9
"SSP1","Zambia","2060-2065","45--49","Female","Primary",95.9
"SSP1","Zambia","2065-2070","45--49","Female","Primary",96.1
"SSP1","Zambia","2070-2075","45--49","Female","Primary",96.3
"SSP1","Zambia","2015-2020","50--54","Female","Primary",94.9
"SSP1","Zambia","2020-2025","50--54","Female","Primary",96.8
"SSP1","Zambia","2025-2030","50--54","Female","Primary",97.1
"SSP1","Zambia","2030-2035","50--54","Female","Primary",97.3
"SSP1","Zambia","2035-2040","50--54","Female","Primary",97.5
"SSP1","Zambia","2040-2045","50--54","Female","Primary",97.8
"SSP1","Zambia","2045-2050","50--54","Female","Primary",98
"SSP1","Zambia","2050-2055","50--54","Female","Primary",98.2
"SSP1","Zambia","2055-2060","50--54","Female","Primary",98.4
"SSP1","Zambia","2060-2065","50--54","Female","Primary",95
"SSP1","Zambia","2065-2070","50--54","Female","Primary",95.1
"SSP1","Zambia","2070-2075","50--54","Female","Primary",95.3
"SSP1","Zambia","2015-2020","55--59","Female","Primary",93.4
"SSP1","Zambia","2020-2025","55--59","Female","Primary",95.6
"SSP1","Zambia","2025-2030","55--59","Female","Primary",95.9
"SSP1","Zambia","2030-2035","55--59","Female","Primary",96.3
"SSP1","Zambia","2035-2040","55--59","Female","Primary",96.6
"SSP1","Zambia","2040-2045","55--59","Female","Primary",96.9
"SSP1","Zambia","2045-2050","55--59","Female","Primary",97.2
"SSP1","Zambia","2050-2055","55--59","Female","Primary",97.4
"SSP1","Zambia","2055-2060","55--59","Female","Primary",97.6
"SSP1","Zambia","2060-2065","55--59","Female","Primary",93.4
"SSP1","Zambia","2065-2070","55--59","Female","Primary",93.6
"SSP1","Zambia","2070-2075","55--59","Female","Primary",93.8
"SSP1","Zambia","2015-2020","60--64","Female","Primary",90.3
"SSP1","Zambia","2020-2025","60--64","Female","Primary",93.1
"SSP1","Zambia","2025-2030","60--64","Female","Primary",93.6
"SSP1","Zambia","2030-2035","60--64","Female","Primary",94.1
"SSP1","Zambia","2035-2040","60--64","Female","Primary",94.6
"SSP1","Zambia","2040-2045","60--64","Female","Primary",95
"SSP1","Zambia","2045-2050","60--64","Female","Primary",95.5
"SSP1","Zambia","2050-2055","60--64","Female","Primary",95.8
"SSP1","Zambia","2055-2060","60--64","Female","Primary",96.2
"SSP1","Zambia","2060-2065","60--64","Female","Primary",90.4
"SSP1","Zambia","2065-2070","60--64","Female","Primary",90.6
"SSP1","Zambia","2070-2075","60--64","Female","Primary",90.9
"SSP1","Zambia","2015-2020","65--69","Female","Primary",85.1
"SSP1","Zambia","2020-2025","65--69","Female","Primary",89.1
"SSP1","Zambia","2025-2030","65--69","Female","Primary",89.8
"SSP1","Zambia","2030-2035","65--69","Female","Primary",90.5
"SSP1","Zambia","2035-2040","65--69","Female","Primary",91.2
"SSP1","Zambia","2040-2045","65--69","Female","Primary",91.8
"SSP1","Zambia","2045-2050","65--69","Female","Primary",92.4
"SSP1","Zambia","2050-2055","65--69","Female","Primary",92.9
"SSP1","Zambia","2055-2060","65--69","Female","Primary",93.5
"SSP1","Zambia","2060-2065","65--69","Female","Primary",85.2
"SSP1","Zambia","2065-2070","65--69","Female","Primary",85.5
"SSP1","Zambia","2070-2075","65--69","Female","Primary",85.9
"SSP1","Zambia","2015-2020","70--74","Female","Primary",76.9
"SSP1","Zambia","2020-2025","70--74","Female","Primary",82.6
"SSP1","Zambia","2025-2030","70--74","Female","Primary",83.6
"SSP1","Zambia","2030-2035","70--74","Female","Primary",84.6
"SSP1","Zambia","2035-2040","70--74","Female","Primary",85.6
"SSP1","Zambia","2040-2045","70--74","Female","Primary",86.5
"SSP1","Zambia","2045-2050","70--74","Female","Primary",87.4
"SSP1","Zambia","2050-2055","70--74","Female","Primary",88.1
"SSP1","Zambia","2055-2060","70--74","Female","Primary",89
"SSP1","Zambia","2060-2065","70--74","Female","Primary",77.2
"SSP1","Zambia","2065-2070","70--74","Female","Primary",77.5
"SSP1","Zambia","2070-2075","70--74","Female","Primary",78.1
"SSP1","Zambia","2015-2020","75--79","Female","Primary",64.7
"SSP1","Zambia","2020-2025","75--79","Female","Primary",72.9
"SSP1","Zambia","2025-2030","75--79","Female","Primary",74.3
"SSP1","Zambia","2030-2035","75--79","Female","Primary",75.7
"SSP1","Zambia","2035-2040","75--79","Female","Primary",77
"SSP1","Zambia","2040-2045","75--79","Female","Primary",78.3
"SSP1","Zambia","2045-2050","75--79","Female","Primary",79.6
"SSP1","Zambia","2050-2055","75--79","Female","Primary",80.5
"SSP1","Zambia","2055-2060","75--79","Female","Primary",81.8
"SSP1","Zambia","2060-2065","75--79","Female","Primary",65.1
"SSP1","Zambia","2065-2070","75--79","Female","Primary",65.6
"SSP1","Zambia","2070-2075","75--79","Female","Primary",66.1
"SSP1","Zambia","2015-2020","80--84","Female","Primary",49
"SSP1","Zambia","2020-2025","80--84","Female","Primary",59.3
"SSP1","Zambia","2025-2030","80--84","Female","Primary",61.1
"SSP1","Zambia","2030-2035","80--84","Female","Primary",62.9
"SSP1","Zambia","2035-2040","80--84","Female","Primary",64.6
"SSP1","Zambia","2040-2045","80--84","Female","Primary",66.3
"SSP1","Zambia","2045-2050","80--84","Female","Primary",68.1
"SSP1","Zambia","2050-2055","80--84","Female","Primary",69.4
"SSP1","Zambia","2055-2060","80--84","Female","Primary",71.1
"SSP1","Zambia","2060-2065","80--84","Female","Primary",49.4
"SSP1","Zambia","2065-2070","80--84","Female","Primary",50
"SSP1","Zambia","2070-2075","80--84","Female","Primary",50.5
"SSP1","Zambia","2015-2020","85--89","Female","Primary",33.1
"SSP1","Zambia","2020-2025","85--89","Female","Primary",43.2
"SSP1","Zambia","2025-2030","85--89","Female","Primary",45.4
"SSP1","Zambia","2030-2035","85--89","Female","Primary",47.4
"SSP1","Zambia","2035-2040","85--89","Female","Primary",49.4
"SSP1","Zambia","2040-2045","85--89","Female","Primary",51.5
"SSP1","Zambia","2045-2050","85--89","Female","Primary",53.6
"SSP1","Zambia","2050-2055","85--89","Female","Primary",55
"SSP1","Zambia","2055-2060","85--89","Female","Primary",57.1
"SSP1","Zambia","2060-2065","85--89","Female","Primary",33.5
"SSP1","Zambia","2065-2070","85--89","Female","Primary",33.9
"SSP1","Zambia","2070-2075","85--89","Female","Primary",34.5
"SSP1","Zambia","2015-2020","90--94","Female","Primary",19.9
"SSP1","Zambia","2020-2025","90--94","Female","Primary",27.9
"SSP1","Zambia","2025-2030","90--94","Female","Primary",29.8
"SSP1","Zambia","2030-2035","90--94","Female","Primary",31.8
"SSP1","Zambia","2035-2040","90--94","Female","Primary",33.8
"SSP1","Zambia","2040-2045","90--94","Female","Primary",35.9
"SSP1","Zambia","2045-2050","90--94","Female","Primary",38
"SSP1","Zambia","2050-2055","90--94","Female","Primary",38.9
"SSP1","Zambia","2055-2060","90--94","Female","Primary",41.1
"SSP1","Zambia","2060-2065","90--94","Female","Primary",20.1
"SSP1","Zambia","2065-2070","90--94","Female","Primary",20.4
"SSP1","Zambia","2070-2075","90--94","Female","Primary",20.8
"SSP1","Zambia","2015-2020","95--99","Female","Primary",10.6
"SSP1","Zambia","2020-2025","95--99","Female","Primary",15.3
"SSP1","Zambia","2025-2030","95--99","Female","Primary",16.6
