"scenario","area","period","age","sex","education","ratio","age_group","period_min","period_max"
"SSP1","Zambia","2045-2050","35--39",2,6,0.994,8,2045,2050
"SSP1","Zambia","2050-2055","35--39",2,6,0.995,8,2050,2055
"SSP1","Zambia","2055-2060","35--39",2,6,0.996,8,2055,2060
"SSP1","Zambia","2060-2065","35--39",2,6,0.978,8,2060,2065
"SSP1","Zambia","2065-2070","35--39",2,6,0.98,8,2065,2070
"SSP1","Zambia","2070-2075","35--39",2,6,0.982,8,2070,2075
"SSP1","Zambia","2015-2020","40--44",2,6,0.973,9,2015,2020
"SSP1","Zambia","2020-2025","40--44",2,6,0.987,9,2020,2025
"SSP1","Zambia","2025-2030","40--44",2,6,0.988,9,2025,2030
"SSP1","Zambia","2030-2035","40--44",2,6,0.989,9,2030,2035
"SSP1","Zambia","2035-2040","40--44",2,6,0.99,9,2035,2040
"SSP1","Zambia","2040-2045","40--44",2,6,0.991,9,2040,2045
"SSP1","Zambia","2045-2050","40--44",2,6,0.992,9,2045,2050
"SSP1","Zambia","2050-2055","40--44",2,6,0.993,9,2050,2055
"SSP1","Zambia","2055-2060","40--44",2,6,0.994,9,2055,2060
"SSP1","Zambia","2060-2065","40--44",2,6,0.974,9,2060,2065
"SSP1","Zambia","2065-2070","40--44",2,6,0.976,9,2065,2070
"SSP1","Zambia","2070-2075","40--44",2,6,0.978,9,2070,2075
"SSP1","Zambia","2015-2020","45--49",2,6,0.968,10,2015,2020
"SSP1","Zambia","2020-2025","45--49",2,6,0.982,10,2020,2025
"SSP1","Zambia","2025-2030","45--49",2,6,0.984,10,2025,2030
"SSP1","Zambia","2030-2035","45--49",2,6,0.985,10,2030,2035
"SSP1","Zambia","2035-2040","45--49",2,6,0.987,10,2035,2040
"SSP1","Zambia","2040-2045","45--49",2,6,0.988,10,2040,2045
"SSP1","Zambia","2045-2050","45--49",2,6,0.99,10,2045,2050
"SSP1","Zambia","2050-2055","45--49",2,6,0.991,10,2050,2055
"SSP1","Zambia","2055-2060","45--49",2,6,0.992,10,2055,2060
"SSP1","Zambia","2060-2065","45--49",2,6,0.969,10,2060,2065
"SSP1","Zambia","2065-2070","45--49",2,6,0.97,10,2065,2070
"SSP1","Zambia","2070-2075","45--49",2,6,0.972,10,2070,2075
"SSP1","Zambia","2015-2020","50--54",2,6,0.96,11,2015,2020
"SSP1","Zambia","2020-2025","50--54",2,6,0.976,11,2020,2025
"SSP1","Zambia","2025-2030","50--54",2,6,0.978,11,2025,2030
"SSP1","Zambia","2030-2035","50--54",2,6,0.98,11,2030,2035
"SSP1","Zambia","2035-2040","50--54",2,6,0.982,11,2035,2040
"SSP1","Zambia","2040-2045","50--54",2,6,0.984,11,2040,2045
"SSP1","Zambia","2045-2050","50--54",2,6,0.986,11,2045,2050
"SSP1","Zambia","2050-2055","50--54",2,6,0.987,11,2050,2055
"SSP1","Zambia","2055-2060","50--54",2,6,0.989,11,2055,2060
"SSP1","Zambia","2060-2065","50--54",2,6,0.961,11,2060,2065
"SSP1","Zambia","2065-2070","50--54",2,6,0.962,11,2065,2070
"SSP1","Zambia","2070-2075","50--54",2,6,0.964,11,2070,2075
"SSP1","Zambia","2015-2020","55--59",2,6,0.947,12,2015,2020
"SSP1","Zambia","2020-2025","55--59",2,6,0.967,12,2020,2025
"SSP1","Zambia","2025-2030","55--59",2,6,0.97,12,2025,2030
"SSP1","Zambia","2030-2035","55--59",2,6,0.973,12,2030,2035
"SSP1","Zambia","2035-2040","55--59",2,6,0.975,12,2035,2040
"SSP1","Zambia","2040-2045","55--59",2,6,0.978,12,2040,2045
"SSP1","Zambia","2045-2050","55--59",2,6,0.98,12,2045,2050
"SSP1","Zambia","2050-2055","55--59",2,6,0.982,12,2050,2055
"SSP1","Zambia","2055-2060","55--59",2,6,0.984,12,2055,2060
"SSP1","Zambia","2060-2065","55--59",2,6,0.949,12,2060,2065
"SSP1","Zambia","2065-2070","55--59",2,6,0.95,12,2065,2070
"SSP1","Zambia","2070-2075","55--59",2,6,0.952,12,2070,2075
"SSP1","Zambia","2015-2020","60--64",2,6,0.921,13,2015,2020
"SSP1","Zambia","2020-2025","60--64",2,6,0.949,13,2020,2025
"SSP1","Zambia","2025-2030","60--64",2,6,0.953,13,2025,2030
"SSP1","Zambia","2030-2035","60--64",2,6,0.957,13,2030,2035
"SSP1","Zambia","2035-2040","60--64",2,6,0.96,13,2035,2040
"SSP1","Zambia","2040-2045","60--64",2,6,0.964,13,2040,2045
"SSP1","Zambia","2045-2050","60--64",2,6,0.967,13,2045,2050
"SSP1","Zambia","2050-2055","60--64",2,6,0.97,13,2050,2055
"SSP1","Zambia","2055-2060","60--64",2,6,0.973,13,2055,2060
"SSP1","Zambia","2060-2065","60--64",2,6,0.923,13,2060,2065
"SSP1","Zambia","2065-2070","60--64",2,6,0.925,13,2065,2070
"SSP1","Zambia","2070-2075","60--64",2,6,0.928,13,2070,2075
"SSP1","Zambia","2015-2020","65--69",2,6,0.876,14,2015,2020
"SSP1","Zambia","2020-2025","65--69",2,6,0.916,14,2020,2025
"SSP1","Zambia","2025-2030","65--69",2,6,0.922,14,2025,2030
"SSP1","Zambia","2030-2035","65--69",2,6,0.928,14,2030,2035
"SSP1","Zambia","2035-2040","65--69",2,6,0.934,14,2035,2040
"SSP1","Zambia","2040-2045","65--69",2,6,0.939,14,2040,2045
"SSP1","Zambia","2045-2050","65--69",2,6,0.944,14,2045,2050
"SSP1","Zambia","2050-2055","65--69",2,6,0.949,14,2050,2055
"SSP1","Zambia","2055-2060","65--69",2,6,0.954,14,2055,2060
"SSP1","Zambia","2060-2065","65--69",2,6,0.877,14,2060,2065
"SSP1","Zambia","2065-2070","65--69",2,6,0.88,14,2065,2070
"SSP1","Zambia","2070-2075","65--69",2,6,0.885,14,2070,2075
"SSP1","Zambia","2015-2020","70--74",2,6,0.799,15,2015,2020
"SSP1","Zambia","2020-2025","70--74",2,6,0.86,15,2020,2025
"SSP1","Zambia","2025-2030","70--74",2,6,0.87,15,2025,2030
"SSP1","Zambia","2030-2035","70--74",2,6,0.879,15,2030,2035
"SSP1","Zambia","2035-2040","70--74",2,6,0.888,15,2035,2040
"SSP1","Zambia","2040-2045","70--74",2,6,0.896,15,2040,2045
"SSP1","Zambia","2045-2050","70--74",2,6,0.904,15,2045,2050
"SSP1","Zambia","2050-2055","70--74",2,6,0.911,15,2050,2055
"SSP1","Zambia","2055-2060","70--74",2,6,0.919,15,2055,2060
"SSP1","Zambia","2060-2065","70--74",2,6,0.802,15,2060,2065
"SSP1","Zambia","2065-2070","70--74",2,6,0.806,15,2065,2070
"SSP1","Zambia","2070-2075","70--74",2,6,0.812,15,2070,2075
"SSP1","Zambia","2015-2020","75--79",2,6,0.677,16,2015,2020
"SSP1","Zambia","2020-2025","75--79",2,6,0.768,16,2020,2025
"SSP1","Zambia","2025-2030","75--79",2,6,0.783,16,2025,2030
"SSP1","Zambia","2030-2035","75--79",2,6,0.797,16,2030,2035
"SSP1","Zambia","2035-2040","75--79",2,6,0.81,16,2035,2040
"SSP1","Zambia","2040-2045","75--79",2,6,0.824,16,2040,2045
"SSP1","Zambia","2045-2050","75--79",2,6,0.836,16,2045,2050
"SSP1","Zambia","2050-2055","75--79",2,6,0.846,16,2050,2055
"SSP1","Zambia","2055-2060","75--79",2,6,0.858,16,2055,2060
"SSP1","Zambia","2060-2065","75--79",2,6,0.681,16,2060,2065
"SSP1","Zambia","2065-2070","75--79",2,6,0.687,16,2065,2070
"SSP1","Zambia","2070-2075","75--79",2,6,0.694,16,2070,2075
"SSP1","Zambia","2015-2020","80--84",2,6,0.512,17,2015,2020
"SSP1","Zambia","2020-2025","80--84",2,6,0.63,17,2020,2025
"SSP1","Zambia","2025-2030","80--84",2,6,0.65,17,2025,2030
"SSP1","Zambia","2030-2035","80--84",2,6,0.669,17,2030,2035
"SSP1","Zambia","2035-2040","80--84",2,6,0.688,17,2035,2040
"SSP1","Zambia","2040-2045","80--84",2,6,0.707,17,2040,2045
"SSP1","Zambia","2045-2050","80--84",2,6,0.726,17,2045,2050
"SSP1","Zambia","2050-2055","80--84",2,6,0.74,17,2050,2055
"SSP1","Zambia","2055-2060","80--84",2,6,0.759,17,2055,2060
"SSP1","Zambia","2060-2065","80--84",2,6,0.517,17,2060,2065
"SSP1","Zambia","2065-2070","80--84",2,6,0.523,17,2065,2070
"SSP1","Zambia","2070-2075","80--84",2,6,0.531,17,2070,2075
"SSP1","Zambia","2015-2020","85--89",2,6,0.342,18,2015,2020
"SSP1","Zambia","2020-2025","85--89",2,6,0.456,18,2020,2025
"SSP1","Zambia","2025-2030","85--89",2,6,0.48,18,2025,2030
"SSP1","Zambia","2030-2035","85--89",2,6,0.503,18,2030,2035
"SSP1","Zambia","2035-2040","85--89",2,6,0.526,18,2035,2040
"SSP1","Zambia","2040-2045","85--89",2,6,0.55,18,2040,2045
"SSP1","Zambia","2045-2050","85--89",2,6,0.573,18,2045,2050
"SSP1","Zambia","2050-2055","85--89",2,6,0.59,18,2050,2055
"SSP1","Zambia","2055-2060","85--89",2,6,0.614,18,2055,2060
"SSP1","Zambia","2060-2065","85--89",2,6,0.346,18,2060,2065
"SSP1","Zambia","2065-2070","85--89",2,6,0.351,18,2065,2070
"SSP1","Zambia","2070-2075","85--89",2,6,0.358,18,2070,2075
"SSP1","Zambia","2015-2020","90--94",2,6,0.202,19,2015,2020
"SSP1","Zambia","2020-2025","90--94",2,6,0.289,19,2020,2025
"SSP1","Zambia","2025-2030","90--94",2,6,0.31,19,2025,2030
"SSP1","Zambia","2030-2035","90--94",2,6,0.332,19,2030,2035
"SSP1","Zambia","2035-2040","90--94",2,6,0.354,19,2035,2040
"SSP1","Zambia","2040-2045","90--94",2,6,0.377,19,2040,2045
"SSP1","Zambia","2045-2050","90--94",2,6,0.401,19,2045,2050
"SSP1","Zambia","2050-2055","90--94",2,6,0.413,19,2050,2055
"SSP1","Zambia","2055-2060","90--94",2,6,0.438,19,2055,2060
"SSP1","Zambia","2060-2065","90--94",2,6,0.204,19,2060,2065
"SSP1","Zambia","2065-2070","90--94",2,6,0.207,19,2065,2070
"SSP1","Zambia","2070-2075","90--94",2,6,0.212,19,2070,2075
"SSP1","Zambia","2015-2020","95+",2,6,0.106,20,2015,2020
"SSP1","Zambia","2020-2025","95+",2,6,0.155,20,2020,2025
"SSP1","Zambia","2025-2030","95+",2,6,0.169,20,2025,2030
"SSP1","Zambia","2030-2035","95+",2,6,0.184,20,2030,2035
"SSP1","Zambia","2035-2040","95+",2,6,0.2,20,2035,2040
"SSP1","Zambia","2040-2045","95+",2,6,0.218,20,2040,2045
"SSP1","Zambia","2045-2050","95+",2,6,0.236,20,2045,2050
"SSP1","Zambia","2050-2055","95+",2,6,0.245,20,2050,2055
"SSP1","Zambia","2055-2060","95+",2,6,0.263,20,2055,2060
"SSP1","Zambia","2060-2065","95+",2,6,0.107,20,2060,2065
"SSP1","Zambia","2065-2070","95+",2,6,0.109,20,2065,2070
"SSP1","Zambia","2070-2075","95+",2,6,0.11,20,2070,2075
"SSP3","Zambia","2015-2020","Newborn",1,1,0.927,0,2015,2020
"SSP3","Zambia","2020-2025","Newborn",1,1,0.918,0,2020,2025
"SSP3","Zambia","2025-2030","Newborn",1,1,0.917,0,2025,2030
"SSP3","Zambia","2030-2035","Newborn",1,1,0.916,0,2030,2035
"SSP3","Zambia","2035-2040","Newborn",1,1,0.915,0,2035,2040
"SSP3","Zambia","2040-2045","Newborn",1,1,0.915,0,2040,2045
"SSP3","Zambia","2045-2050","Newborn",1,1,0.914,0,2045,2050
"SSP3","Zambia","2050-2055","Newborn",1,1,0.914,0,2050,2055
"SSP3","Zambia","2055-2060","Newborn",1,1,0.914,0,2055,2060
"SSP3","Zambia","2060-2065","Newborn",1,1,0.926,0,2060,2065
"SSP3","Zambia","2065-2070","Newborn",1,1,0.925,0,2065,2070
"SSP3","Zambia","2070-2075","Newborn",1,1,0.924,0,2070,2075
"SSP3","Zambia","2015-2020","0--4",1,1,0.979,1,2015,2020
"SSP3","Zambia","2020-2025","0--4",1,1,0.974,1,2020,2025
"SSP3","Zambia","2025-2030","0--4",1,1,0.974,1,2025,2030
"SSP3","Zambia","2030-2035","0--4",1,1,0.974,1,2030,2035
"SSP3","Zambia","2035-2040","0--4",1,1,0.974,1,2035,2040
"SSP3","Zambia","2040-2045","0--4",1,1,0.974,1,2040,2045
"SSP3","Zambia","2045-2050","0--4",1,1,0.974,1,2045,2050
"SSP3","Zambia","2050-2055","0--4",1,1,0.974,1,2050,2055
"SSP3","Zambia","2055-2060","0--4",1,1,0.975,1,2055,2060
"SSP3","Zambia","2060-2065","0--4",1,1,0.976,1,2060,2065
"SSP3","Zambia","2065-2070","0--4",1,1,0.976,1,2065,2070
"SSP3","Zambia","2070-2075","0--4",1,1,0.976,1,2070,2075
"SSP3","Zambia","2015-2020","5--9",1,1,0.989,2,2015,2020
"SSP3","Zambia","2020-2025","5--9",1,1,0.987,2,2020,2025
"SSP3","Zambia","2025-2030","5--9",1,1,0.987,2,2025,2030
"SSP3","Zambia","2030-2035","5--9",1,1,0.987,2,2030,2035
"SSP3","Zambia","2035-2040","5--9",1,1,0.986,2,2035,2040
"SSP3","Zambia","2040-2045","5--9",1,1,0.986,2,2040,2045
"SSP3","Zambia","2045-2050","5--9",1,1,0.986,2,2045,2050
"SSP3","Zambia","2050-2055","5--9",1,1,0.986,2,2050,2055
"SSP3","Zambia","2055-2060","5--9",1,1,0.986,2,2055,2060
"SSP3","Zambia","2060-2065","5--9",1,1,0.989,2,2060,2065
"SSP3","Zambia","2065-2070","5--9",1,1,0.988,2,2065,2070
"SSP3","Zambia","2070-2075","5--9",1,1,0.987,2,2070,2075
"SSP3","Zambia","2015-2020","10--14",1,1,0.989,3,2015,2020
"SSP3","Zambia","2020-2025","10--14",1,1,0.986,3,2020,2025
"SSP3","Zambia","2025-2030","10--14",1,1,0.986,3,2025,2030
"SSP3","Zambia","2030-2035","10--14",1,1,0.986,3,2030,2035
"SSP3","Zambia","2035-2040","10--14",1,1,0.985,3,2035,2040
"SSP3","Zambia","2040-2045","10--14",1,1,0.985,3,2040,2045
"SSP3","Zambia","2045-2050","10--14",1,1,0.985,3,2045,2050
"SSP3","Zambia","2050-2055","10--14",1,1,0.984,3,2050,2055
"SSP3","Zambia","2055-2060","10--14",1,1,0.984,3,2055,2060
"SSP3","Zambia","2060-2065","10--14",1,1,0.989,3,2060,2065
"SSP3","Zambia","2065-2070","10--14",1,1,0.989,3,2065,2070
"SSP3","Zambia","2070-2075","10--14",1,1,0.987,3,2070,2075
"SSP3","Zambia","2015-2020","15--19",1,1,0.979,4,2015,2020
"SSP3","Zambia","2020-2025","15--19",1,1,0.978,4,2020,2025
"SSP3","Zambia","2025-2030","15--19",1,1,0.978,4,2025,2030
"SSP3","Zambia","2030-2035","15--19",1,1,0.978,4,2030,2035
"SSP3","Zambia","2035-2040","15--19",1,1,0.978,4,2035,2040
"SSP3","Zambia","2040-2045","15--19",1,1,0.979,4,2040,2045
"SSP3","Zambia","2045-2050","15--19",1,1,0.979,4,2045,2050
"SSP3","Zambia","2050-2055","15--19",1,1,0.979,4,2050,2055
"SSP3","Zambia","2055-2060","15--19",1,1,0.979,4,2055,2060
"SSP3","Zambia","2060-2065","15--19",1,1,0.978,4,2060,2065
"SSP3","Zambia","2065-2070","15--19",1,1,0.978,4,2065,2070
"SSP3","Zambia","2070-2075","15--19",1,1,0.978,4,2070,2075
"SSP3","Zambia","2015-2020","20--24",1,1,0.971,5,2015,2020
"SSP3","Zambia","2020-2025","20--24",1,1,0.969,5,2020,2025
"SSP3","Zambia","2025-2030","20--24",1,1,0.969,5,2025,2030
"SSP3","Zambia","2030-2035","20--24",1,1,0.969,5,2030,2035
"SSP3","Zambia","2035-2040","20--24",1,1,0.969,5,2035,2040
"SSP3","Zambia","2040-2045","20--24",1,1,0.97,5,2040,2045
"SSP3","Zambia","2045-2050","20--24",1,1,0.97,5,2045,2050
"SSP3","Zambia","2050-2055","20--24",1,1,0.97,5,2050,2055
"SSP3","Zambia","2055-2060","20--24",1,1,0.97,5,2055,2060
"SSP3","Zambia","2060-2065","20--24",1,1,0.97,5,2060,2065
"SSP3","Zambia","2065-2070","20--24",1,1,0.97,5,2065,2070
"SSP3","Zambia","2070-2075","20--24",1,1,0.97,5,2070,2075
"SSP3","Zambia","2015-2020","25--29",1,1,0.962,6,2015,2020
"SSP3","Zambia","2020-2025","25--29",1,1,0.961,6,2020,2025
"SSP3","Zambia","2025-2030","25--29",1,1,0.961,6,2025,2030
"SSP3","Zambia","2030-2035","25--29",1,1,0.961,6,2030,2035
"SSP3","Zambia","2035-2040","25--29",1,1,0.961,6,2035,2040
"SSP3","Zambia","2040-2045","25--29",1,1,0.962,6,2040,2045
"SSP3","Zambia","2045-2050","25--29",1,1,0.962,6,2045,2050
"SSP3","Zambia","2050-2055","25--29",1,1,0.962,6,2050,2055
"SSP3","Zambia","2055-2060","25--29",1,1,0.962,6,2055,2060
"SSP3","Zambia","2060-2065","25--29",1,1,0.962,6,2060,2065
"SSP3","Zambia","2065-2070","25--29",1,1,0.962,6,2065,2070
"SSP3","Zambia","2070-2075","25--29",1,1,0.962,6,2070,2075
"SSP3","Zambia","2015-2020","30--34",1,1,0.948,7,2015,2020
"SSP3","Zambia","2020-2025","30--34",1,1,0.948,7,2020,2025
"SSP3","Zambia","2025-2030","30--34",1,1,0.948,7,2025,2030
"SSP3","Zambia","2030-2035","30--34",1,1,0.948,7,2030,2035
"SSP3","Zambia","2035-2040","30--34",1,1,0.948,7,2035,2040
"SSP3","Zambia","2040-2045","30--34",1,1,0.949,7,2040,2045
"SSP3","Zambia","2045-2050","30--34",1,1,0.949,7,2045,2050
"SSP3","Zambia","2050-2055","30--34",1,1,0.95,7,2050,2055
"SSP3","Zambia","2055-2060","30--34",1,1,0.95,7,2055,2060
"SSP3","Zambia","2060-2065","30--34",1,1,0.948,7,2060,2065
"SSP3","Zambia","2065-2070","30--34",1,1,0.948,7,2065,2070
"SSP3","Zambia","2070-2075","30--34",1,1,0.948,7,2070,2075
"SSP3","Zambia","2015-2020","35--39",1,1,0.934,8,2015,2020
"SSP3","Zambia","2020-2025","35--39",1,1,0.934,8,2020,2025
"SSP3","Zambia","2025-2030","35--39",1,1,0.934,8,2025,2030
"SSP3","Zambia","2030-2035","35--39",1,1,0.934,8,2030,2035
"SSP3","Zambia","2035-2040","35--39",1,1,0.935,8,2035,2040
"SSP3","Zambia","2040-2045","35--39",1,1,0.935,8,2040,2045
"SSP3","Zambia","2045-2050","35--39",1,1,0.936,8,2045,2050
"SSP3","Zambia","2050-2055","35--39",1,1,0.937,8,2050,2055
"SSP3","Zambia","2055-2060","35--39",1,1,0.937,8,2055,2060
"SSP3","Zambia","2060-2065","35--39",1,1,0.934,8,2060,2065
"SSP3","Zambia","2065-2070","35--39",1,1,0.934,8,2065,2070
"SSP3","Zambia","2070-2075","35--39",1,1,0.934,8,2070,2075
"SSP3","Zambia","2015-2020","40--44",1,1,0.926,9,2015,2020
"SSP3","Zambia","2020-2025","40--44",1,1,0.925,9,2020,2025
"SSP3","Zambia","2025-2030","40--44",1,1,0.925,9,2025,2030
"SSP3","Zambia","2030-2035","40--44",1,1,0.925,9,2030,2035
"SSP3","Zambia","2035-2040","40--44",1,1,0.926,9,2035,2040
"SSP3","Zambia","2040-2045","40--44",1,1,0.926,9,2040,2045
"SSP3","Zambia","2045-2050","40--44",1,1,0.927,9,2045,2050
"SSP3","Zambia","2050-2055","40--44",1,1,0.928,9,2050,2055
"SSP3","Zambia","2055-2060","40--44",1,1,0.928,9,2055,2060
"SSP3","Zambia","2060-2065","40--44",1,1,0.927,9,2060,2065
"SSP3","Zambia","2065-2070","40--44",1,1,0.926,9,2065,2070
"SSP3","Zambia","2070-2075","40--44",1,1,0.926,9,2070,2075
"SSP3","Zambia","2015-2020","45--49",1,1,0.917,10,2015,2020
"SSP3","Zambia","2020-2025","45--49",1,1,0.914,10,2020,2025
"SSP3","Zambia","2025-2030","45--49",1,1,0.914,10,2025,2030
"SSP3","Zambia","2030-2035","45--49",1,1,0.914,10,2030,2035
"SSP3","Zambia","2035-2040","45--49",1,1,0.914,10,2035,2040
"SSP3","Zambia","2040-2045","45--49",1,1,0.914,10,2040,2045
"SSP3","Zambia","2045-2050","45--49",1,1,0.915,10,2045,2050
"SSP3","Zambia","2050-2055","45--49",1,1,0.915,10,2050,2055
"SSP3","Zambia","2055-2060","45--49",1,1,0.916,10,2055,2060
"SSP3","Zambia","2060-2065","45--49",1,1,0.917,10,2060,2065
"SSP3","Zambia","2065-2070","45--49",1,1,0.917,10,2065,2070
"SSP3","Zambia","2070-2075","45--49",1,1,0.916,10,2070,2075
"SSP3","Zambia","2015-2020","50--54",1,1,0.906,11,2015,2020
"SSP3","Zambia","2020-2025","50--54",1,1,0.902,11,2020,2025
"SSP3","Zambia","2025-2030","50--54",1,1,0.902,11,2025,2030
"SSP3","Zambia","2030-2035","50--54",1,1,0.901,11,2030,2035
"SSP3","Zambia","2035-2040","50--54",1,1,0.901,11,2035,2040
"SSP3","Zambia","2040-2045","50--54",1,1,0.901,11,2040,2045
"SSP3","Zambia","2045-2050","50--54",1,1,0.901,11,2045,2050
"SSP3","Zambia","2050-2055","50--54",1,1,0.901,11,2050,2055
"SSP3","Zambia","2055-2060","50--54",1,1,0.901,11,2055,2060
"SSP3","Zambia","2060-2065","50--54",1,1,0.906,11,2060,2065
"SSP3","Zambia","2065-2070","50--54",1,1,0.906,11,2065,2070
"SSP3","Zambia","2070-2075","50--54",1,1,0.906,11,2070,2075
"SSP3","Zambia","2015-2020","55--59",1,1,0.887,12,2015,2020
"SSP3","Zambia","2020-2025","55--59",1,1,0.883,12,2020,2025
"SSP3","Zambia","2025-2030","55--59",1,1,0.882,12,2025,2030
"SSP3","Zambia","2030-2035","55--59",1,1,0.882,12,2030,2035
"SSP3","Zambia","2035-2040","55--59",1,1,0.881,12,2035,2040
"SSP3","Zambia","2040-2045","55--59",1,1,0.881,12,2040,2045
"SSP3","Zambia","2045-2050","55--59",1,1,0.881,12,2045,2050
"SSP3","Zambia","2050-2055","55--59",1,1,0.88,12,2050,2055
"SSP3","Zambia","2055-2060","55--59",1,1,0.88,12,2055,2060
"SSP3","Zambia","2060-2065","55--59",1,1,0.887,12,2060,2065
"SSP3","Zambia","2065-2070","55--59",1,1,0.886,12,2065,2070
"SSP3","Zambia","2070-2075","55--59",1,1,0.886,12,2070,2075
"SSP3","Zambia","2015-2020","60--64",1,1,0.848,13,2015,2020
"SSP3","Zambia","2020-2025","60--64",1,1,0.845,13,2020,2025
"SSP3","Zambia","2025-2030","60--64",1,1,0.844,13,2025,2030
"SSP3","Zambia","2030-2035","60--64",1,1,0.844,13,2030,2035
"SSP3","Zambia","2035-2040","60--64",1,1,0.843,13,2035,2040
"SSP3","Zambia","2040-2045","60--64",1,1,0.842,13,2040,2045
"SSP3","Zambia","2045-2050","60--64",1,1,0.841,13,2045,2050
"SSP3","Zambia","2050-2055","60--64",1,1,0.841,13,2050,2055
"SSP3","Zambia","2055-2060","60--64",1,1,0.84,13,2055,2060
"SSP3","Zambia","2060-2065","60--64",1,1,0.848,13,2060,2065
"SSP3","Zambia","2065-2070","60--64",1,1,0.848,13,2065,2070
"SSP3","Zambia","2070-2075","60--64",1,1,0.848,13,2070,2075
"SSP3","Zambia","2015-2020","65--69",1,1,0.789,14,2015,2020
"SSP3","Zambia","2020-2025","65--69",1,1,0.788,14,2020,2025
"SSP3","Zambia","2025-2030","65--69",1,1,0.788,14,2025,2030
"SSP3","Zambia","2030-2035","65--69",1,1,0.787,14,2030,2035
"SSP3","Zambia","2035-2040","65--69",1,1,0.786,14,2035,2040
"SSP3","Zambia","2040-2045","65--69",1,1,0.785,14,2040,2045
"SSP3","Zambia","2045-2050","65--69",1,1,0.784,14,2045,2050
"SSP3","Zambia","2050-2055","65--69",1,1,0.783,14,2050,2055
"SSP3","Zambia","2055-2060","65--69",1,1,0.783,14,2055,2060
"SSP3","Zambia","2060-2065","65--69",1,1,0.789,14,2060,2065
"SSP3","Zambia","2065-2070","65--69",1,1,0.789,14,2065,2070
"SSP3","Zambia","2070-2075","65--69",1,1,0.789,14,2070,2075
"SSP3","Zambia","2015-2020","70--74",1,1,0.702,15,2015,2020
"SSP3","Zambia","2020-2025","70--74",1,1,0.703,15,2020,2025
"SSP3","Zambia","2025-2030","70--74",1,1,0.703,15,2025,2030
"SSP3","Zambia","2030-2035","70--74",1,1,0.702,15,2030,2035
"SSP3","Zambia","2035-2040","70--74",1,1,0.702,15,2035,2040
"SSP3","Zambia","2040-2045","70--74",1,1,0.701,15,2040,2045
"SSP3","Zambia","2045-2050","70--74",1,1,0.7,15,2045,2050
"SSP3","Zambia","2050-2055","70--74",1,1,0.7,15,2050,2055
"SSP3","Zambia","2055-2060","70--74",1,1,0.699,15,2055,2060
"SSP3","Zambia","2060-2065","70--74",1,1,0.701,15,2060,2065
"SSP3","Zambia","2065-2070","70--74",1,1,0.701,15,2065,2070
"SSP3","Zambia","2070-2075","70--74",1,1,0.701,15,2070,2075
"SSP3","Zambia","2015-2020","75--79",1,1,0.583,16,2015,2020
"SSP3","Zambia","2020-2025","75--79",1,1,0.586,16,2020,2025
"SSP3","Zambia","2025-2030","75--79",1,1,0.586,16,2025,2030
"SSP3","Zambia","2030-2035","75--79",1,1,0.586,16,2030,2035
"SSP3","Zambia","2035-2040","75--79",1,1,0.586,16,2035,2040
"SSP3","Zambia","2040-2045","75--79",1,1,0.586,16,2040,2045
"SSP3","Zambia","2045-2050","75--79",1,1,0.585,16,2045,2050
"SSP3","Zambia","2050-2055","75--79",1,1,0.585,16,2050,2055
"SSP3","Zambia","2055-2060","75--79",1,1,0.585,16,2055,2060
"SSP3","Zambia","2060-2065","75--79",1,1,0.582,16,2060,2065
"SSP3","Zambia","2065-2070","75--79",1,1,0.581,16,2065,2070
"SSP3","Zambia","2070-2075","75--79",1,1,0.581,16,2070,2075
"SSP3","Zambia","2015-2020","80--84",1,1,0.435,17,2015,2020
"SSP3","Zambia","2020-2025","80--84",1,1,0.44,17,2020,2025
"SSP3","Zambia","2025-2030","80--84",1,1,0.44,17,2025,2030
"SSP3","Zambia","2030-2035","80--84",1,1,0.44,17,2030,2035
"SSP3","Zambia","2035-2040","80--84",1,1,0.441,17,2035,2040
"SSP3","Zambia","2040-2045","80--84",1,1,0.441,17,2040,2045
"SSP3","Zambia","2045-2050","80--84",1,1,0.441,17,2045,2050
"SSP3","Zambia","2050-2055","80--84",1,1,0.441,17,2050,2055
"SSP3","Zambia","2055-2060","80--84",1,1,0.441,17,2055,2060
"SSP3","Zambia","2060-2065","80--84",1,1,0.434,17,2060,2065
"SSP3","Zambia","2065-2070","80--84",1,1,0.434,17,2065,2070
"SSP3","Zambia","2070-2075","80--84",1,1,0.434,17,2070,2075
"SSP3","Zambia","2015-2020","85--89",1,1,0.282,18,2015,2020
"SSP3","Zambia","2020-2025","85--89",1,1,0.287,18,2020,2025
"SSP3","Zambia","2025-2030","85--89",1,1,0.288,18,2025,2030
"SSP3","Zambia","2030-2035","85--89",1,1,0.288,18,2030,2035
"SSP3","Zambia","2035-2040","85--89",1,1,0.289,18,2035,2040
"SSP3","Zambia","2040-2045","85--89",1,1,0.289,18,2040,2045
"SSP3","Zambia","2045-2050","85--89",1,1,0.29,18,2045,2050
"SSP3","Zambia","2050-2055","85--89",1,1,0.29,18,2050,2055
"SSP3","Zambia","2055-2060","85--89",1,1,0.29,18,2055,2060
"SSP3","Zambia","2060-2065","85--89",1,1,0.282,18,2060,2065
"SSP3","Zambia","2065-2070","85--89",1,1,0.283,18,2065,2070
