"scenario","area","period","age","sex","education","ratio","age_group","period_min","period_max"
"SSP2","Zambia","2040-2045","45--49",2,1,0.965,10,2040,2045
"SSP2","Zambia","2045-2050","45--49",2,1,0.966,10,2045,2050
"SSP2","Zambia","2050-2055","45--49",2,1,0.967,10,2050,2055
"SSP2","Zambia","2055-2060","45--49",2,1,0.969,10,2055,2060
"SSP2","Zambia","2060-2065","45--49",2,1,0.953,10,2060,2065
"SSP2","Zambia","2065-2070","45--49",2,1,0.953,10,2065,2070
"SSP2","Zambia","2070-2075","45--49",2,1,0.953,10,2070,2075
"SSP2","Zambia","2015-2020","50--54",2,1,0.943,11,2015,2020
"SSP2","Zambia","2020-2025","50--54",2,1,0.947,11,2020,2025
"SSP2","Zambia","2025-2030","50--54",2,1,0.948,11,2025,2030
"SSP2","Zambia","2030-2035","50--54",2,1,0.95,11,2030,2035
"SSP2","Zambia","2035-2040","50--54",2,1,0.952,11,2035,2040
"SSP2","Zambia","2040-2045","50--54",2,1,0.953,11,2040,2045
"SSP2","Zambia","2045-2050","50--54",2,1,0.955,11,2045,2050
"SSP2","Zambia","2050-2055","50--54",2,1,0.957,11,2050,2055
"SSP2","Zambia","2055-2060","50--54",2,1,0.958,11,2055,2060
"SSP2","Zambia","2060-2065","50--54",2,1,0.943,11,2060,2065
"SSP2","Zambia","2065-2070","50--54",2,1,0.943,11,2065,2070
"SSP2","Zambia","2070-2075","50--54",2,1,0.943,11,2070,2075
"SSP2","Zambia","2015-2020","55--59",2,1,0.926,12,2015,2020
"SSP2","Zambia","2020-2025","55--59",2,1,0.929,12,2020,2025
"SSP2","Zambia","2025-2030","55--59",2,1,0.93,12,2025,2030
"SSP2","Zambia","2030-2035","55--59",2,1,0.932,12,2030,2035
"SSP2","Zambia","2035-2040","55--59",2,1,0.934,12,2035,2040
"SSP2","Zambia","2040-2045","55--59",2,1,0.936,12,2040,2045
"SSP2","Zambia","2045-2050","55--59",2,1,0.938,12,2045,2050
"SSP2","Zambia","2050-2055","55--59",2,1,0.94,12,2050,2055
"SSP2","Zambia","2055-2060","55--59",2,1,0.943,12,2055,2060
"SSP2","Zambia","2060-2065","55--59",2,1,0.926,12,2060,2065
"SSP2","Zambia","2065-2070","55--59",2,1,0.926,12,2065,2070
"SSP2","Zambia","2070-2075","55--59",2,1,0.926,12,2070,2075
"SSP2","Zambia","2015-2020","60--64",2,1,0.892,13,2015,2020
"SSP2","Zambia","2020-2025","60--64",2,1,0.897,13,2020,2025
"SSP2","Zambia","2025-2030","60--64",2,1,0.898,13,2025,2030
"SSP2","Zambia","2030-2035","60--64",2,1,0.899,13,2030,2035
"SSP2","Zambia","2035-2040","60--64",2,1,0.901,13,2035,2040
"SSP2","Zambia","2040-2045","60--64",2,1,0.903,13,2040,2045
"SSP2","Zambia","2045-2050","60--64",2,1,0.906,13,2045,2050
"SSP2","Zambia","2050-2055","60--64",2,1,0.909,13,2050,2055
"SSP2","Zambia","2055-2060","60--64",2,1,0.913,13,2055,2060
"SSP2","Zambia","2060-2065","60--64",2,1,0.893,13,2060,2065
"SSP2","Zambia","2065-2070","60--64",2,1,0.893,13,2065,2070
"SSP2","Zambia","2070-2075","60--64",2,1,0.894,13,2070,2075
"SSP2","Zambia","2015-2020","65--69",2,1,0.838,14,2015,2020
"SSP2","Zambia","2020-2025","65--69",2,1,0.846,14,2020,2025
"SSP2","Zambia","2025-2030","65--69",2,1,0.846,14,2025,2030
"SSP2","Zambia","2030-2035","65--69",2,1,0.848,14,2030,2035
"SSP2","Zambia","2035-2040","65--69",2,1,0.849,14,2035,2040
"SSP2","Zambia","2040-2045","65--69",2,1,0.851,14,2040,2045
"SSP2","Zambia","2045-2050","65--69",2,1,0.855,14,2045,2050
"SSP2","Zambia","2050-2055","65--69",2,1,0.859,14,2050,2055
"SSP2","Zambia","2055-2060","65--69",2,1,0.863,14,2055,2060
"SSP2","Zambia","2060-2065","65--69",2,1,0.837,14,2060,2065
"SSP2","Zambia","2065-2070","65--69",2,1,0.838,14,2065,2070
"SSP2","Zambia","2070-2075","65--69",2,1,0.839,14,2070,2075
"SSP2","Zambia","2015-2020","70--74",2,1,0.754,15,2015,2020
"SSP2","Zambia","2020-2025","70--74",2,1,0.769,15,2020,2025
"SSP2","Zambia","2025-2030","70--74",2,1,0.77,15,2025,2030
"SSP2","Zambia","2030-2035","70--74",2,1,0.771,15,2030,2035
"SSP2","Zambia","2035-2040","70--74",2,1,0.773,15,2035,2040
"SSP2","Zambia","2040-2045","70--74",2,1,0.775,15,2040,2045
"SSP2","Zambia","2045-2050","70--74",2,1,0.78,15,2045,2050
"SSP2","Zambia","2050-2055","70--74",2,1,0.785,15,2050,2055
"SSP2","Zambia","2055-2060","70--74",2,1,0.79,15,2055,2060
"SSP2","Zambia","2060-2065","70--74",2,1,0.754,15,2060,2065
"SSP2","Zambia","2065-2070","70--74",2,1,0.754,15,2065,2070
"SSP2","Zambia","2070-2075","70--74",2,1,0.755,15,2070,2075
"SSP2","Zambia","2015-2020","75--79",2,1,0.632,16,2015,2020
"SSP2","Zambia","2020-2025","75--79",2,1,0.654,16,2020,2025
"SSP2","Zambia","2025-2030","75--79",2,1,0.657,16,2025,2030
"SSP2","Zambia","2030-2035","75--79",2,1,0.661,16,2030,2035
"SSP2","Zambia","2035-2040","75--79",2,1,0.664,16,2035,2040
"SSP2","Zambia","2040-2045","75--79",2,1,0.668,16,2040,2045
"SSP2","Zambia","2045-2050","75--79",2,1,0.674,16,2045,2050
"SSP2","Zambia","2050-2055","75--79",2,1,0.681,16,2050,2055
"SSP2","Zambia","2055-2060","75--79",2,1,0.689,16,2055,2060
"SSP2","Zambia","2060-2065","75--79",2,1,0.633,16,2060,2065
"SSP2","Zambia","2065-2070","75--79",2,1,0.634,16,2065,2070
"SSP2","Zambia","2070-2075","75--79",2,1,0.634,16,2070,2075
"SSP2","Zambia","2015-2020","80--84",2,1,0.479,17,2015,2020
"SSP2","Zambia","2020-2025","80--84",2,1,0.504,17,2020,2025
"SSP2","Zambia","2025-2030","80--84",2,1,0.51,17,2025,2030
"SSP2","Zambia","2030-2035","80--84",2,1,0.516,17,2030,2035
"SSP2","Zambia","2035-2040","80--84",2,1,0.521,17,2035,2040
"SSP2","Zambia","2040-2045","80--84",2,1,0.527,17,2040,2045
"SSP2","Zambia","2045-2050","80--84",2,1,0.536,17,2045,2050
"SSP2","Zambia","2050-2055","80--84",2,1,0.546,17,2050,2055
"SSP2","Zambia","2055-2060","80--84",2,1,0.556,17,2055,2060
"SSP2","Zambia","2060-2065","80--84",2,1,0.481,17,2060,2065
"SSP2","Zambia","2065-2070","80--84",2,1,0.482,17,2065,2070
"SSP2","Zambia","2070-2075","80--84",2,1,0.483,17,2070,2075
"SSP2","Zambia","2015-2020","85--89",2,1,0.325,18,2015,2020
"SSP2","Zambia","2020-2025","85--89",2,1,0.35,18,2020,2025
"SSP2","Zambia","2025-2030","85--89",2,1,0.356,18,2025,2030
"SSP2","Zambia","2030-2035","85--89",2,1,0.362,18,2030,2035
"SSP2","Zambia","2035-2040","85--89",2,1,0.368,18,2035,2040
"SSP2","Zambia","2040-2045","85--89",2,1,0.375,18,2040,2045
"SSP2","Zambia","2045-2050","85--89",2,1,0.384,18,2045,2050
"SSP2","Zambia","2050-2055","85--89",2,1,0.394,18,2050,2055
"SSP2","Zambia","2055-2060","85--89",2,1,0.405,18,2055,2060
"SSP2","Zambia","2060-2065","85--89",2,1,0.327,18,2060,2065
"SSP2","Zambia","2065-2070","85--89",2,1,0.328,18,2065,2070
"SSP2","Zambia","2070-2075","85--89",2,1,0.33,18,2070,2075
"SSP2","Zambia","2015-2020","90--94",2,1,0.197,19,2015,2020
"SSP2","Zambia","2020-2025","90--94",2,1,0.215,19,2020,2025
"SSP2","Zambia","2025-2030","90--94",2,1,0.22,19,2025,2030
"SSP2","Zambia","2030-2035","90--94",2,1,0.225,19,2030,2035
"SSP2","Zambia","2035-2040","90--94",2,1,0.231,19,2035,2040
"SSP2","Zambia","2040-2045","90--94",2,1,0.236,19,2040,2045
"SSP2","Zambia","2045-2050","90--94",2,1,0.244,19,2045,2050
"SSP2","Zambia","2050-2055","90--94",2,1,0.254,19,2050,2055
"SSP2","Zambia","2055-2060","90--94",2,1,0.263,19,2055,2060
"SSP2","Zambia","2060-2065","90--94",2,1,0.198,19,2060,2065
"SSP2","Zambia","2065-2070","90--94",2,1,0.199,19,2065,2070
"SSP2","Zambia","2070-2075","90--94",2,1,0.2,19,2070,2075
"SSP2","Zambia","2015-2020","95+",2,1,0.105,20,2015,2020
"SSP2","Zambia","2020-2025","95+",2,1,0.115,20,2020,2025
"SSP2","Zambia","2025-2030","95+",2,1,0.118,20,2025,2030
"SSP2","Zambia","2030-2035","95+",2,1,0.121,20,2030,2035
"SSP2","Zambia","2035-2040","95+",2,1,0.124,20,2035,2040
"SSP2","Zambia","2040-2045","95+",2,1,0.128,20,2040,2045
"SSP2","Zambia","2045-2050","95+",2,1,0.133,20,2045,2050
"SSP2","Zambia","2050-2055","95+",2,1,0.139,20,2050,2055
"SSP2","Zambia","2055-2060","95+",2,1,0.146,20,2055,2060
"SSP2","Zambia","2060-2065","95+",2,1,0.106,20,2060,2065
"SSP2","Zambia","2065-2070","95+",2,1,0.106,20,2065,2070
"SSP2","Zambia","2070-2075","95+",2,1,0.107,20,2070,2075
"SSP2","Zambia","2015-2020","Newborn",1,2,0.933,0,2015,2020
"SSP2","Zambia","2020-2025","Newborn",1,2,0.943,0,2020,2025
"SSP2","Zambia","2025-2030","Newborn",1,2,0.945,0,2025,2030
"SSP2","Zambia","2030-2035","Newborn",1,2,0.946,0,2030,2035
"SSP2","Zambia","2035-2040","Newborn",1,2,0.948,0,2035,2040
"SSP2","Zambia","2040-2045","Newborn",1,2,0.95,0,2040,2045
"SSP2","Zambia","2045-2050","Newborn",1,2,0.952,0,2045,2050
"SSP2","Zambia","2050-2055","Newborn",1,2,0.954,0,2050,2055
"SSP2","Zambia","2055-2060","Newborn",1,2,0.956,0,2055,2060
"SSP2","Zambia","2060-2065","Newborn",1,2,0.935,0,2060,2065
"SSP2","Zambia","2065-2070","Newborn",1,2,0.937,0,2065,2070
"SSP2","Zambia","2070-2075","Newborn",1,2,0.938,0,2070,2075
"SSP2","Zambia","2015-2020","0--4",1,2,0.98,1,2015,2020
"SSP2","Zambia","2020-2025","0--4",1,2,0.986,1,2020,2025
"SSP2","Zambia","2025-2030","0--4",1,2,0.986,1,2025,2030
"SSP2","Zambia","2030-2035","0--4",1,2,0.987,1,2030,2035
"SSP2","Zambia","2035-2040","0--4",1,2,0.988,1,2035,2040
"SSP2","Zambia","2040-2045","0--4",1,2,0.989,1,2040,2045
"SSP2","Zambia","2045-2050","0--4",1,2,0.989,1,2045,2050
"SSP2","Zambia","2050-2055","0--4",1,2,0.99,1,2050,2055
"SSP2","Zambia","2055-2060","0--4",1,2,0.991,1,2055,2060
"SSP2","Zambia","2060-2065","0--4",1,2,0.98,1,2060,2065
"SSP2","Zambia","2065-2070","0--4",1,2,0.981,1,2065,2070
"SSP2","Zambia","2070-2075","0--4",1,2,0.982,1,2070,2075
"SSP2","Zambia","2015-2020","5--9",1,2,0.99,2,2015,2020
"SSP2","Zambia","2020-2025","5--9",1,2,0.993,2,2020,2025
"SSP2","Zambia","2025-2030","5--9",1,2,0.993,2,2025,2030
"SSP2","Zambia","2030-2035","5--9",1,2,0.993,2,2030,2035
"SSP2","Zambia","2035-2040","5--9",1,2,0.993,2,2035,2040
"SSP2","Zambia","2040-2045","5--9",1,2,0.994,2,2040,2045
"SSP2","Zambia","2045-2050","5--9",1,2,0.994,2,2045,2050
"SSP2","Zambia","2050-2055","5--9",1,2,0.994,2,2050,2055
"SSP2","Zambia","2055-2060","5--9",1,2,0.995,2,2055,2060
"SSP2","Zambia","2060-2065","5--9",1,2,0.991,2,2060,2065
"SSP2","Zambia","2065-2070","5--9",1,2,0.99,2,2065,2070
"SSP2","Zambia","2070-2075","5--9",1,2,0.991,2,2070,2075
"SSP2","Zambia","2015-2020","10--14",1,2,0.989,3,2015,2020
"SSP2","Zambia","2020-2025","10--14",1,2,0.991,3,2020,2025
"SSP2","Zambia","2025-2030","10--14",1,2,0.992,3,2025,2030
"SSP2","Zambia","2030-2035","10--14",1,2,0.992,3,2030,2035
"SSP2","Zambia","2035-2040","10--14",1,2,0.992,3,2035,2040
"SSP2","Zambia","2040-2045","10--14",1,2,0.992,3,2040,2045
"SSP2","Zambia","2045-2050","10--14",1,2,0.992,3,2045,2050
"SSP2","Zambia","2050-2055","10--14",1,2,0.993,3,2050,2055
"SSP2","Zambia","2055-2060","10--14",1,2,0.993,3,2055,2060
"SSP2","Zambia","2060-2065","10--14",1,2,0.99,3,2060,2065
"SSP2","Zambia","2065-2070","10--14",1,2,0.991,3,2065,2070
"SSP2","Zambia","2070-2075","10--14",1,2,0.99,3,2070,2075
"SSP2","Zambia","2015-2020","15--19",1,2,0.981,4,2015,2020
"SSP2","Zambia","2020-2025","15--19",1,2,0.985,4,2020,2025
"SSP2","Zambia","2025-2030","15--19",1,2,0.986,4,2025,2030
"SSP2","Zambia","2030-2035","15--19",1,2,0.986,4,2030,2035
"SSP2","Zambia","2035-2040","15--19",1,2,0.987,4,2035,2040
"SSP2","Zambia","2040-2045","15--19",1,2,0.987,4,2040,2045
"SSP2","Zambia","2045-2050","15--19",1,2,0.987,4,2045,2050
"SSP2","Zambia","2050-2055","15--19",1,2,0.988,4,2050,2055
"SSP2","Zambia","2055-2060","15--19",1,2,0.989,4,2055,2060
"SSP2","Zambia","2060-2065","15--19",1,2,0.981,4,2060,2065
"SSP2","Zambia","2065-2070","15--19",1,2,0.981,4,2065,2070
"SSP2","Zambia","2070-2075","15--19",1,2,0.982,4,2070,2075
"SSP2","Zambia","2015-2020","20--24",1,2,0.974,5,2015,2020
"SSP2","Zambia","2020-2025","20--24",1,2,0.979,5,2020,2025
"SSP2","Zambia","2025-2030","20--24",1,2,0.98,5,2025,2030
"SSP2","Zambia","2030-2035","20--24",1,2,0.981,5,2030,2035
"SSP2","Zambia","2035-2040","20--24",1,2,0.981,5,2035,2040
"SSP2","Zambia","2040-2045","20--24",1,2,0.982,5,2040,2045
"SSP2","Zambia","2045-2050","20--24",1,2,0.983,5,2045,2050
"SSP2","Zambia","2050-2055","20--24",1,2,0.984,5,2050,2055
"SSP2","Zambia","2055-2060","20--24",1,2,0.985,5,2055,2060
"SSP2","Zambia","2060-2065","20--24",1,2,0.974,5,2060,2065
"SSP2","Zambia","2065-2070","20--24",1,2,0.974,5,2065,2070
"SSP2","Zambia","2070-2075","20--24",1,2,0.975,5,2070,2075
"SSP2","Zambia","2015-2020","25--29",1,2,0.966,6,2015,2020
"SSP2","Zambia","2020-2025","25--29",1,2,0.974,6,2020,2025
"SSP2","Zambia","2025-2030","25--29",1,2,0.976,6,2025,2030
"SSP2","Zambia","2030-2035","25--29",1,2,0.977,6,2030,2035
"SSP2","Zambia","2035-2040","25--29",1,2,0.978,6,2035,2040
"SSP2","Zambia","2040-2045","25--29",1,2,0.979,6,2040,2045
"SSP2","Zambia","2045-2050","25--29",1,2,0.98,6,2045,2050
"SSP2","Zambia","2050-2055","25--29",1,2,0.981,6,2050,2055
"SSP2","Zambia","2055-2060","25--29",1,2,0.982,6,2055,2060
"SSP2","Zambia","2060-2065","25--29",1,2,0.967,6,2060,2065
"SSP2","Zambia","2065-2070","25--29",1,2,0.968,6,2065,2070
"SSP2","Zambia","2070-2075","25--29",1,2,0.968,6,2070,2075
"SSP2","Zambia","2015-2020","30--34",1,2,0.954,7,2015,2020
"SSP2","Zambia","2020-2025","30--34",1,2,0.967,7,2020,2025
"SSP2","Zambia","2025-2030","30--34",1,2,0.969,7,2025,2030
"SSP2","Zambia","2030-2035","30--34",1,2,0.971,7,2030,2035
"SSP2","Zambia","2035-2040","30--34",1,2,0.973,7,2035,2040
"SSP2","Zambia","2040-2045","30--34",1,2,0.974,7,2040,2045
"SSP2","Zambia","2045-2050","30--34",1,2,0.976,7,2045,2050
"SSP2","Zambia","2050-2055","30--34",1,2,0.977,7,2050,2055
"SSP2","Zambia","2055-2060","30--34",1,2,0.978,7,2055,2060
"SSP2","Zambia","2060-2065","30--34",1,2,0.955,7,2060,2065
"SSP2","Zambia","2065-2070","30--34",1,2,0.956,7,2065,2070
"SSP2","Zambia","2070-2075","30--34",1,2,0.958,7,2070,2075
"SSP2","Zambia","2015-2020","35--39",1,2,0.941,8,2015,2020
"SSP2","Zambia","2020-2025","35--39",1,2,0.96,8,2020,2025
"SSP2","Zambia","2025-2030","35--39",1,2,0.962,8,2025,2030
"SSP2","Zambia","2030-2035","35--39",1,2,0.964,8,2030,2035
"SSP2","Zambia","2035-2040","35--39",1,2,0.966,8,2035,2040
"SSP2","Zambia","2040-2045","35--39",1,2,0.969,8,2040,2045
"SSP2","Zambia","2045-2050","35--39",1,2,0.97,8,2045,2050
"SSP2","Zambia","2050-2055","35--39",1,2,0.972,8,2050,2055
"SSP2","Zambia","2055-2060","35--39",1,2,0.973,8,2055,2060
"SSP2","Zambia","2060-2065","35--39",1,2,0.942,8,2060,2065
"SSP2","Zambia","2065-2070","35--39",1,2,0.944,8,2065,2070
"SSP2","Zambia","2070-2075","35--39",1,2,0.946,8,2070,2075
"SSP2","Zambia","2015-2020","40--44",1,2,0.933,9,2015,2020
"SSP2","Zambia","2020-2025","40--44",1,2,0.953,9,2020,2025
"SSP2","Zambia","2025-2030","40--44",1,2,0.956,9,2025,2030
"SSP2","Zambia","2030-2035","40--44",1,2,0.958,9,2030,2035
"SSP2","Zambia","2035-2040","40--44",1,2,0.96,9,2035,2040
"SSP2","Zambia","2040-2045","40--44",1,2,0.962,9,2040,2045
"SSP2","Zambia","2045-2050","40--44",1,2,0.964,9,2045,2050
"SSP2","Zambia","2050-2055","40--44",1,2,0.966,9,2050,2055
"SSP2","Zambia","2055-2060","40--44",1,2,0.967,9,2055,2060
"SSP2","Zambia","2060-2065","40--44",1,2,0.935,9,2060,2065
"SSP2","Zambia","2065-2070","40--44",1,2,0.936,9,2065,2070
"SSP2","Zambia","2070-2075","40--44",1,2,0.938,9,2070,2075
"SSP2","Zambia","2015-2020","45--49",1,2,0.923,10,2015,2020
"SSP2","Zambia","2020-2025","45--49",1,2,0.941,10,2020,2025
"SSP2","Zambia","2025-2030","45--49",1,2,0.944,10,2025,2030
"SSP2","Zambia","2030-2035","45--49",1,2,0.945,10,2030,2035
"SSP2","Zambia","2035-2040","45--49",1,2,0.947,10,2035,2040
"SSP2","Zambia","2040-2045","45--49",1,2,0.949,10,2040,2045
"SSP2","Zambia","2045-2050","45--49",1,2,0.951,10,2045,2050
"SSP2","Zambia","2050-2055","45--49",1,2,0.953,10,2050,2055
"SSP2","Zambia","2055-2060","45--49",1,2,0.955,10,2055,2060
"SSP2","Zambia","2060-2065","45--49",1,2,0.924,10,2060,2065
"SSP2","Zambia","2065-2070","45--49",1,2,0.925,10,2065,2070
"SSP2","Zambia","2070-2075","45--49",1,2,0.927,10,2070,2075
"SSP2","Zambia","2015-2020","50--54",1,2,0.912,11,2015,2020
"SSP2","Zambia","2020-2025","50--54",1,2,0.926,11,2020,2025
"SSP2","Zambia","2025-2030","50--54",1,2,0.928,11,2025,2030
"SSP2","Zambia","2030-2035","50--54",1,2,0.93,11,2030,2035
"SSP2","Zambia","2035-2040","50--54",1,2,0.931,11,2035,2040
"SSP2","Zambia","2040-2045","50--54",1,2,0.933,11,2040,2045
"SSP2","Zambia","2045-2050","50--54",1,2,0.935,11,2045,2050
"SSP2","Zambia","2050-2055","50--54",1,2,0.937,11,2050,2055
"SSP2","Zambia","2055-2060","50--54",1,2,0.939,11,2055,2060
"SSP2","Zambia","2060-2065","50--54",1,2,0.913,11,2060,2065
"SSP2","Zambia","2065-2070","50--54",1,2,0.913,11,2065,2070
"SSP2","Zambia","2070-2075","50--54",1,2,0.915,11,2070,2075
"SSP2","Zambia","2015-2020","55--59",1,2,0.893,12,2015,2020
"SSP2","Zambia","2020-2025","55--59",1,2,0.903,12,2020,2025
"SSP2","Zambia","2025-2030","55--59",1,2,0.905,12,2025,2030
"SSP2","Zambia","2030-2035","55--59",1,2,0.906,12,2030,2035
"SSP2","Zambia","2035-2040","55--59",1,2,0.908,12,2035,2040
"SSP2","Zambia","2040-2045","55--59",1,2,0.91,12,2040,2045
"SSP2","Zambia","2045-2050","55--59",1,2,0.912,12,2045,2050
"SSP2","Zambia","2050-2055","55--59",1,2,0.915,12,2050,2055
"SSP2","Zambia","2055-2060","55--59",1,2,0.917,12,2055,2060
"SSP2","Zambia","2060-2065","55--59",1,2,0.894,12,2060,2065
"SSP2","Zambia","2065-2070","55--59",1,2,0.894,12,2065,2070
"SSP2","Zambia","2070-2075","55--59",1,2,0.895,12,2070,2075
"SSP2","Zambia","2015-2020","60--64",1,2,0.856,13,2015,2020
"SSP2","Zambia","2020-2025","60--64",1,2,0.863,13,2020,2025
"SSP2","Zambia","2025-2030","60--64",1,2,0.864,13,2025,2030
"SSP2","Zambia","2030-2035","60--64",1,2,0.865,13,2030,2035
"SSP2","Zambia","2035-2040","60--64",1,2,0.866,13,2035,2040
"SSP2","Zambia","2040-2045","60--64",1,2,0.868,13,2040,2045
"SSP2","Zambia","2045-2050","60--64",1,2,0.871,13,2045,2050
"SSP2","Zambia","2050-2055","60--64",1,2,0.874,13,2050,2055
"SSP2","Zambia","2055-2060","60--64",1,2,0.877,13,2055,2060
"SSP2","Zambia","2060-2065","60--64",1,2,0.856,13,2060,2065
"SSP2","Zambia","2065-2070","60--64",1,2,0.857,13,2065,2070
"SSP2","Zambia","2070-2075","60--64",1,2,0.858,13,2070,2075
"SSP2","Zambia","2015-2020","65--69",1,2,0.798,14,2015,2020
"SSP2","Zambia","2020-2025","65--69",1,2,0.806,14,2020,2025
"SSP2","Zambia","2025-2030","65--69",1,2,0.806,14,2025,2030
"SSP2","Zambia","2030-2035","65--69",1,2,0.807,14,2030,2035
"SSP2","Zambia","2035-2040","65--69",1,2,0.808,14,2035,2040
"SSP2","Zambia","2040-2045","65--69",1,2,0.81,14,2040,2045
"SSP2","Zambia","2045-2050","65--69",1,2,0.813,14,2045,2050
"SSP2","Zambia","2050-2055","65--69",1,2,0.817,14,2050,2055
"SSP2","Zambia","2055-2060","65--69",1,2,0.821,14,2055,2060
"SSP2","Zambia","2060-2065","65--69",1,2,0.799,14,2060,2065
"SSP2","Zambia","2065-2070","65--69",1,2,0.8,14,2065,2070
"SSP2","Zambia","2070-2075","65--69",1,2,0.801,14,2070,2075
"SSP2","Zambia","2015-2020","70--74",1,2,0.711,15,2015,2020
"SSP2","Zambia","2020-2025","70--74",1,2,0.722,15,2020,2025
"SSP2","Zambia","2025-2030","70--74",1,2,0.723,15,2025,2030
"SSP2","Zambia","2030-2035","70--74",1,2,0.724,15,2030,2035
"SSP2","Zambia","2035-2040","70--74",1,2,0.725,15,2035,2040
"SSP2","Zambia","2040-2045","70--74",1,2,0.727,15,2040,2045
"SSP2","Zambia","2045-2050","70--74",1,2,0.731,15,2045,2050
"SSP2","Zambia","2050-2055","70--74",1,2,0.735,15,2050,2055
"SSP2","Zambia","2055-2060","70--74",1,2,0.74,15,2055,2060
"SSP2","Zambia","2060-2065","70--74",1,2,0.712,15,2060,2065
"SSP2","Zambia","2065-2070","70--74",1,2,0.713,15,2065,2070
"SSP2","Zambia","2070-2075","70--74",1,2,0.715,15,2070,2075
"SSP2","Zambia","2015-2020","75--79",1,2,0.591,16,2015,2020
"SSP2","Zambia","2020-2025","75--79",1,2,0.607,16,2020,2025
"SSP2","Zambia","2025-2030","75--79",1,2,0.608,16,2025,2030
"SSP2","Zambia","2030-2035","75--79",1,2,0.61,16,2030,2035
"SSP2","Zambia","2035-2040","75--79",1,2,0.612,16,2035,2040
"SSP2","Zambia","2040-2045","75--79",1,2,0.614,16,2040,2045
"SSP2","Zambia","2045-2050","75--79",1,2,0.618,16,2045,2050
"SSP2","Zambia","2050-2055","75--79",1,2,0.623,16,2050,2055
"SSP2","Zambia","2055-2060","75--79",1,2,0.628,16,2055,2060
"SSP2","Zambia","2060-2065","75--79",1,2,0.593,16,2060,2065
"SSP2","Zambia","2065-2070","75--79",1,2,0.594,16,2065,2070
"SSP2","Zambia","2070-2075","75--79",1,2,0.596,16,2070,2075
"SSP2","Zambia","2015-2020","80--84",1,2,0.441,17,2015,2020
"SSP2","Zambia","2020-2025","80--84",1,2,0.461,17,2020,2025
"SSP2","Zambia","2025-2030","80--84",1,2,0.463,17,2025,2030
"SSP2","Zambia","2030-2035","80--84",1,2,0.465,17,2030,2035
"SSP2","Zambia","2035-2040","80--84",1,2,0.467,17,2035,2040
"SSP2","Zambia","2040-2045","80--84",1,2,0.471,17,2040,2045
"SSP2","Zambia","2045-2050","80--84",1,2,0.474,17,2045,2050
"SSP2","Zambia","2050-2055","80--84",1,2,0.479,17,2050,2055
"SSP2","Zambia","2055-2060","80--84",1,2,0.484,17,2055,2060
"SSP2","Zambia","2060-2065","80--84",1,2,0.443,17,2060,2065
"SSP2","Zambia","2065-2070","80--84",1,2,0.445,17,2065,2070
"SSP2","Zambia","2070-2075","80--84",1,2,0.447,17,2070,2075
"SSP2","Zambia","2015-2020","85--89",1,2,0.286,18,2015,2020
"SSP2","Zambia","2020-2025","85--89",1,2,0.303,18,2020,2025
"SSP2","Zambia","2025-2030","85--89",1,2,0.306,18,2025,2030
"SSP2","Zambia","2030-2035","85--89",1,2,0.308,18,2030,2035
"SSP2","Zambia","2035-2040","85--89",1,2,0.31,18,2035,2040
"SSP2","Zambia","2040-2045","85--89",1,2,0.314,18,2040,2045
"SSP2","Zambia","2045-2050","85--89",1,2,0.318,18,2045,2050
"SSP2","Zambia","2050-2055","85--89",1,2,0.323,18,2050,2055
"SSP2","Zambia","2055-2060","85--89",1,2,0.328,18,2055,2060
"SSP2","Zambia","2060-2065","85--89",1,2,0.288,18,2060,2065
"SSP2","Zambia","2065-2070","85--89",1,2,0.29,18,2065,2070
"SSP2","Zambia","2070-2075","85--89",1,2,0.292,18,2070,2075
"SSP2","Zambia","2015-2020","90--94",1,2,0.159,19,2015,2020
"SSP2","Zambia","2020-2025","90--94",1,2,0.172,19,2020,2025
"SSP2","Zambia","2025-2030","90--94",1,2,0.173,19,2025,2030
"SSP2","Zambia","2030-2035","90--94",1,2,0.175,19,2030,2035
"SSP2","Zambia","2035-2040","90--94",1,2,0.177,19,2035,2040
"SSP2","Zambia","2040-2045","90--94",1,2,0.179,19,2040,2045
"SSP2","Zambia","2045-2050","90--94",1,2,0.183,19,2045,2050
"SSP2","Zambia","2050-2055","90--94",1,2,0.186,19,2050,2055
"SSP2","Zambia","2055-2060","90--94",1,2,0.191,19,2055,2060
"SSP2","Zambia","2060-2065","90--94",1,2,0.161,19,2060,2065
"SSP2","Zambia","2065-2070","90--94",1,2,0.162,19,2065,2070
"SSP2","Zambia","2070-2075","90--94",1,2,0.164,19,2070,2075
"SSP2","Zambia","2015-2020","95+",1,2,0.084,20,2015,2020
"SSP2","Zambia","2020-2025","95+",1,2,0.089,20,2020,2025
"SSP2","Zambia","2025-2030","95+",1,2,0.09,20,2025,2030
